invoice_id,invoice_number,supplier_id,supplier_name,department_id,department_name,invoice_date,invoice_amount,paid_flag,audit_risk_score,audit_risk_level,Rule_Code,Rule_Name,Risk_Category,Severity,Risk_Weight,Rule_Description
INV0001815,FCT-258937,SUP00005,Supplier_0005,DPT001,Finance,2024-01-05,3249.26,1,18.28,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001820,FCT-492468,SUP00229,Supplier_0229,DPT003,IT,2024-10-24,9566.63,1,20.43,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001824,FCT-421599,SUP00005,Supplier_0005,DPT003,IT,2024-02-16,2455.18,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001831,FCT-251457,SUP00251,Supplier_0251,DPT011,Logistics,2024-11-10,4808.02,1,9.14,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001844,FCT-565334,SUP00017,Supplier_0017,DPT011,Logistics,2024-06-24,4329.39,1,21.51,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001848,FCT-120524,SUP00049,Supplier_0049,DPT002,Procurement,2024-11-02,20000.0,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001850,FCT-685870,SUP00143,Supplier_0143,DPT003,IT,2024-01-30,5138.82,1,16.67,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001851,FCT-900725,SUP00007,Supplier_0007,DPT002,Procurement,2024-05-10,9752.5,1,13.44,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001855,FCT-311745,SUP00194,Supplier_0194,DPT008,Legal,2024-03-22,9030.91,1,17.2,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001862,FCT-631862,SUP00004,Supplier_0004,DPT012,General Administration,2024-10-15,2102.53,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001868,FCT-187022,SUP00007,Supplier_0007,DPT003,IT,2024-10-17,3229.99,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001874,FCT-924232,SUP00118,Supplier_0118,DPT010,Customer Support,2024-07-27,3855.2,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001880,FCT-326676,SUP00011,Supplier_0011,DPT003,IT,2024-12-13,3376.69,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001886,FCT-796799,SUP00230,Supplier_0230,DPT011,Logistics,2024-04-03,962.52,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001897,FCT-267590,SUP00008,Supplier_0008,DPT011,Logistics,2024-02-27,2191.37,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001899,FCT-818032,SUP00268,Supplier_0268,DPT005,Sales,2024-06-09,18618.5,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001909,FCT-137966,SUP00304,Supplier_0304,DPT012,General Administration,2024-09-28,10352.2,1,16.67,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001915,FCT-518711,SUP00197,Supplier_0197,DPT005,Sales,2024-06-17,1896.1,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001924,FCT-379871,SUP00023,Supplier_0023,DPT005,Sales,2024-10-04,7610.68,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001947,FCT-484489,SUP00022,Supplier_0022,DPT009,Risk Management,2024-07-15,1554.4,1,16.13,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001956,FCT-954559,SUP00183,Supplier_0183,DPT005,Sales,2024-03-04,51148.28,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001965,FCT-814644,SUP00008,Supplier_0008,DPT003,IT,2024-11-10,7315.41,1,11.29,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001974,FCT-786909,SUP00010,Supplier_0010,DPT003,IT,2024-07-30,34388.56,1,17.74,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001984,FCT-242902,SUP00008,Supplier_0008,DPT006,Marketing,2024-05-01,8259.32,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001995,FCT-316374,SUP00136,Supplier_0136,DPT001,Finance,2024-05-25,1907.11,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0001997,FCT-541775,SUP00015,Supplier_0015,DPT003,IT,2024-04-02,2284.46,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002000,FCT-201982,SUP00024,Supplier_0024,DPT002,Procurement,2024-06-11,9965.16,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002012,FCT-881952,SUP00070,Supplier_0070,DPT006,Marketing,2024-12-17,59037.08,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002024,FCT-369974,SUP00029,Supplier_0029,DPT009,Risk Management,2024-07-05,6180.14,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002032,FCT-759040,SUP00004,Supplier_0004,DPT008,Legal,2024-06-01,2702.94,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002035,FCT-528008,SUP00002,Supplier_0002,DPT009,Risk Management,2024-09-18,100000.0,1,30.11,High Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002049,FCT-790669,SUP00006,Supplier_0006,DPT012,General Administration,2024-03-18,4156.13,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002054,FCT-990876,SUP00234,Supplier_0234,DPT001,Finance,2024-10-09,4885.61,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002055,FCT-420794,SUP00109,Supplier_0109,DPT002,Procurement,2024-07-02,96057.52,1,16.67,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002058,FCT-144833,SUP00151,Supplier_0151,DPT003,IT,2024-10-15,1242.88,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002068,FCT-698093,SUP00001,Supplier_0001,DPT002,Procurement,2024-12-29,17366.61,1,19.89,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002074,FCT-394523,SUP00003,Supplier_0003,DPT004,Operations,2024-07-27,1929.41,1,9.14,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002077,FCT-234166,SUP00002,Supplier_0002,DPT008,Legal,2024-03-13,10262.74,1,19.89,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002102,FCT-507512,SUP00011,Supplier_0011,DPT004,Operations,2024-05-27,394.03,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002118,FCT-238114,SUP00021,Supplier_0021,DPT007,Human Resources,2024-09-30,5187.25,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002122,FCT-785982,SUP00033,Supplier_0033,DPT004,Operations,2024-11-05,5969.97,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002123,FCT-116505,SUP00004,Supplier_0004,DPT007,Human Resources,2024-06-10,3984.89,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002129,FCT-294818,SUP00004,Supplier_0004,DPT002,Procurement,2024-05-19,11474.58,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002132,FCT-278513,SUP00017,Supplier_0017,DPT005,Sales,2024-08-20,31305.8,1,19.35,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002155,FCT-313897,SUP00030,Supplier_0030,DPT003,IT,2024-03-19,13853.99,1,19.35,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002163,FCT-338840,SUP00018,Supplier_0018,DPT005,Sales,2024-07-23,5299.32,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002164,FCT-277535,SUP00006,Supplier_0006,DPT005,Sales,2024-10-15,5011.9,1,18.82,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002165,FCT-224058,SUP00004,Supplier_0004,DPT012,General Administration,2024-05-30,25000.0,1,17.2,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002166,FCT-148444,SUP00224,Supplier_0224,DPT005,Sales,2024-08-16,25000.0,1,17.2,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002171,FCT-119707,SUP00020,Supplier_0020,DPT009,Risk Management,2024-08-09,18642.71,1,15.05,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002174,FCT-435747,SUP00002,Supplier_0002,DPT003,IT,2024-01-25,3650.68,1,15.05,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002176,FCT-805269,SUP00192,Supplier_0192,DPT007,Human Resources,2024-05-25,6292.14,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002179,FCT-579732,SUP00008,Supplier_0008,DPT006,Marketing,2024-05-17,11807.39,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002191,FCT-299891,SUP00007,Supplier_0007,DPT007,Human Resources,2024-02-14,6947.13,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002200,FCT-862821,SUP00005,Supplier_0005,DPT004,Operations,2024-07-22,13964.49,1,8.6,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002206,FCT-449706,SUP00013,Supplier_0013,DPT006,Marketing,2024-08-30,2726.95,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002213,FCT-169447,SUP00004,Supplier_0004,DPT004,Operations,2024-12-03,643.65,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002221,FCT-284918,SUP00274,Supplier_0274,DPT011,Logistics,2024-09-19,1218.27,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002236,FCT-307307,SUP00013,Supplier_0013,DPT003,IT,2024-09-23,24162.9,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002242,FCT-870939,SUP00311,Supplier_0311,DPT003,IT,2024-10-28,803.99,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002249,FCT-196075,SUP00031,Supplier_0031,DPT004,Operations,2024-12-15,9325.02,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002251,FCT-658334,SUP00193,Supplier_0193,DPT002,Procurement,2024-01-03,932.29,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002260,FCT-454292,SUP00058,Supplier_0058,DPT005,Sales,2024-02-08,8664.44,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002265,FCT-663890,SUP00141,Supplier_0141,DPT002,Procurement,2024-06-13,7197.3,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002277,FCT-207405,SUP00183,Supplier_0183,DPT004,Operations,2024-02-06,2072.82,1,16.13,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002291,FCT-568441,SUP00056,Supplier_0056,DPT005,Sales,2024-09-26,650.6,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002302,FCT-455078,SUP00074,Supplier_0074,DPT009,Risk Management,2024-05-29,9539.51,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002307,FCT-499549,SUP00236,Supplier_0236,DPT003,IT,2024-12-08,7281.3,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002309,FCT-687373,SUP00041,Supplier_0041,DPT001,Finance,2024-12-25,1011.13,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002312,FCT-866428,SUP00024,Supplier_0024,DPT003,IT,2024-09-06,3995.1,1,24.19,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002320,FCT-524836,SUP00177,Supplier_0177,DPT001,Finance,2024-05-04,50000.0,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002324,FCT-402822,SUP00007,Supplier_0007,DPT004,Operations,2024-07-22,225.19,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002325,FCT-705032,SUP00226,Supplier_0226,DPT006,Marketing,2024-03-30,36865.69,1,13.44,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002327,FCT-403128,SUP00251,Supplier_0251,DPT011,Logistics,2024-07-10,6058.26,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002328,FCT-528484,SUP00018,Supplier_0018,DPT001,Finance,2024-05-25,6604.32,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002335,FCT-981862,SUP00011,Supplier_0011,DPT010,Customer Support,2024-04-14,7754.93,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002353,FCT-247201,SUP00027,Supplier_0027,DPT008,Legal,2024-04-30,5732.21,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002355,FCT-466024,SUP00218,Supplier_0218,DPT010,Customer Support,2024-06-27,353.85,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002368,FCT-386211,SUP00075,Supplier_0075,DPT001,Finance,2024-10-18,17119.58,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002375,FCT-246727,SUP00007,Supplier_0007,DPT003,IT,2024-04-14,9874.46,1,19.35,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002376,FCT-452440,SUP00003,Supplier_0003,DPT009,Risk Management,2024-08-13,16326.05,1,17.74,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002383,FCT-488375,SUP00011,Supplier_0011,DPT006,Marketing,2024-04-01,71346.46,1,17.2,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002396,FCT-198315,SUP00307,Supplier_0307,DPT003,IT,2024-01-05,12340.65,1,17.74,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002399,FCT-706714,SUP00024,Supplier_0024,DPT001,Finance,2024-08-28,5438.15,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002416,FCT-282125,SUP00003,Supplier_0003,DPT006,Marketing,2024-09-23,7442.21,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002420,FCT-885578,SUP00025,Supplier_0025,DPT001,Finance,2024-04-10,3770.15,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002425,FCT-566213,SUP00003,Supplier_0003,DPT006,Marketing,2024-07-22,1476.75,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002436,FCT-517775,SUP00010,Supplier_0010,DPT005,Sales,2024-04-11,21418.95,1,17.74,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002437,FCT-951951,SUP00010,Supplier_0010,DPT012,General Administration,2024-07-29,16083.83,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002438,FCT-452832,SUP00001,Supplier_0001,DPT001,Finance,2024-06-10,5032.04,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002444,FCT-154938,SUP00007,Supplier_0007,DPT001,Finance,2024-04-12,2602.97,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002448,FCT-701198,SUP00003,Supplier_0003,DPT002,Procurement,2024-02-16,12808.69,1,17.74,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002452,FCT-450090,SUP00319,Supplier_0319,DPT005,Sales,2024-02-01,1101.33,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002457,FCT-953353,SUP00278,Supplier_0278,DPT010,Customer Support,2024-12-11,5000.0,1,11.29,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002464,FCT-319013,SUP00040,Supplier_0040,DPT012,General Administration,2024-06-10,26792.34,1,16.67,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002467,FCT-640073,SUP00026,Supplier_0026,DPT004,Operations,2024-11-01,4796.55,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002483,FCT-180701,SUP00158,Supplier_0158,DPT006,Marketing,2024-01-23,1778.68,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002485,FCT-440971,SUP00002,Supplier_0002,DPT012,General Administration,2024-07-18,6507.97,1,8.6,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002491,FCT-640026,SUP00120,Supplier_0120,DPT005,Sales,2024-03-14,1963.85,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002493,FCT-140779,SUP00020,Supplier_0020,DPT003,IT,2024-03-21,3140.73,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002494,FCT-376829,SUP00227,Supplier_0227,DPT009,Risk Management,2024-12-17,11760.22,1,19.35,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002511,FCT-535048,SUP00282,Supplier_0282,DPT010,Customer Support,2024-12-11,2401.07,1,9.14,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002512,FCT-550601,SUP00006,Supplier_0006,DPT001,Finance,2024-08-14,39261.81,1,13.44,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002516,FCT-276801,SUP00298,Supplier_0298,DPT009,Risk Management,2024-11-25,34084.17,1,17.74,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002522,FCT-896057,SUP00278,Supplier_0278,DPT001,Finance,2024-04-16,28556.38,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002545,FCT-767094,SUP00142,Supplier_0142,DPT003,IT,2024-04-19,4043.8,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002572,FCT-417846,SUP00017,Supplier_0017,DPT002,Procurement,2024-11-16,2528.72,1,17.2,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002577,FCT-613090,SUP00007,Supplier_0007,DPT001,Finance,2024-04-25,4908.62,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002586,FCT-313683,SUP00296,Supplier_0296,DPT006,Marketing,2024-05-10,45078.94,1,17.2,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002592,FCT-897046,SUP00003,Supplier_0003,DPT005,Sales,2024-11-22,3183.58,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002596,FCT-450900,SUP00128,Supplier_0128,DPT002,Procurement,2024-02-24,1874.58,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002604,FCT-319482,SUP00004,Supplier_0004,DPT001,Finance,2024-01-05,3346.66,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002606,FCT-861277,SUP00006,Supplier_0006,DPT001,Finance,2024-08-03,11686.39,1,20.97,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002611,FCT-930696,SUP00005,Supplier_0005,DPT008,Legal,2024-10-31,2121.78,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002612,FCT-431355,SUP00012,Supplier_0012,DPT010,Customer Support,2024-06-05,55914.44,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002620,FCT-289781,SUP00059,Supplier_0059,DPT005,Sales,2024-03-05,39490.12,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002623,FCT-483028,SUP00022,Supplier_0022,DPT004,Operations,2024-02-18,9308.13,1,13.44,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002649,FCT-595543,SUP00005,Supplier_0005,DPT009,Risk Management,2024-11-22,7989.35,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002657,FCT-945117,SUP00111,Supplier_0111,DPT003,IT,2024-06-03,4448.25,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002665,FCT-220507,SUP00142,Supplier_0142,DPT003,IT,2024-03-03,16610.92,1,17.74,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002667,FCT-850365,SUP00030,Supplier_0030,DPT002,Procurement,2024-04-04,2635.67,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002668,FCT-940495,SUP00007,Supplier_0007,DPT006,Marketing,2024-01-02,104350.07,1,21.51,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002669,FCT-190062,SUP00029,Supplier_0029,DPT010,Customer Support,2024-02-26,666.63,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002681,FCT-569848,SUP00019,Supplier_0019,DPT012,General Administration,2024-01-19,260.18,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002689,FCT-366819,SUP00302,Supplier_0302,DPT010,Customer Support,2024-03-08,7346.74,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002691,FCT-650657,SUP00060,Supplier_0060,DPT011,Logistics,2024-04-09,15306.79,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002696,FCT-989283,SUP00012,Supplier_0012,DPT001,Finance,2024-09-08,1371.61,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002698,FCT-988163,SUP00009,Supplier_0009,DPT001,Finance,2024-07-18,1507.73,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002703,FCT-350994,SUP00119,Supplier_0119,DPT003,IT,2024-11-17,25000.0,1,26.34,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002709,FCT-230561,SUP00024,Supplier_0024,DPT003,IT,2024-11-10,28226.73,1,17.74,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002722,FCT-910747,SUP00023,Supplier_0023,DPT006,Marketing,2024-06-21,4222.45,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002731,FCT-426304,SUP00271,Supplier_0271,DPT002,Procurement,2024-05-07,1651.93,1,8.06,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002732,FCT-213012,SUP00204,Supplier_0204,DPT001,Finance,2024-04-27,10898.86,1,14.52,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002735,FCT-341089,SUP00101,Supplier_0101,DPT011,Logistics,2024-11-09,3540.85,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002738,FCT-818787,SUP00143,Supplier_0143,DPT002,Procurement,2024-09-04,5567.0,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002764,FCT-430193,SUP00002,Supplier_0002,DPT008,Legal,2024-01-03,6589.73,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002765,FCT-849023,SUP00057,Supplier_0057,DPT011,Logistics,2024-09-06,4416.84,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002773,FCT-619983,SUP00176,Supplier_0176,DPT007,Human Resources,2024-01-29,1730.39,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002778,FCT-343821,SUP00073,Supplier_0073,DPT001,Finance,2024-06-22,5033.13,1,11.83,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002781,FCT-655243,SUP00290,Supplier_0290,DPT008,Legal,2024-09-04,5000.0,1,13.98,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002798,FCT-295460,SUP00021,Supplier_0021,DPT006,Marketing,2024-03-14,7900.04,1,17.2,Medium Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002810,FCT-876268,SUP00004,Supplier_0004,DPT006,Marketing,2024-11-30,19693.93,1,5.38,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
INV0002823,FCT-510757,SUP00187,Supplier_0187,DPT004,Operations,2024-11-06,6105.45,1,10.75,Low Risk,R07,Very late payment,Payment Timing,High,10,Payment is more than 30 days after the due date.
