supplier_id,supplier_name,supplier_category,supplier_country,Invoice_Count,Total_Invoice_Amount,Average_Invoice_Amount,Paid_Invoices,Average_Audit_Risk_Score,Max_Audit_Risk_Score,Average_Rule_Count,Exception_Invoices,High_Risk_Invoices,Medium_Risk_Invoices,Missing_PO_Count,Duplicate_Risk_Count,Payment_Before_Invoice_Count,Very_Late_Payment_Count,Weekend_Payment_Count,Cash_Payment_Count,PO_Supplier_Mismatch_Count,PO_Department_Mismatch_Count,Invoice_Exceeds_PO_Count,PO_Not_Approved_Count,Missing_Tax_ID_Flag,Spend_Share,Exception_Rate,High_Risk_Invoice_Rate,Medium_Risk_Invoice_Rate,Critical_Rule_Triggers,Procurement_Exception_Count,Payment_Exception_Count,Procurement_Exception_Rate,Payment_Exception_Rate,avg_risk_score_scaled,exception_rate_scaled,high_risk_rate_scaled,critical_triggers_scaled,spend_share_scaled,procurement_exception_scaled,payment_exception_scaled,supplier_risk_score,supplier_risk_level,primary_supplier_risk_driver,Supplier_Audit_Recommendation
SUP00180,Supplier_0180,Office Supplies,United Kingdom,7,67380.88,9625.84,7,9.14,15.59,1.86,7,0,1,2,1,0,0,4,0,0,1,2,1,0,0.06,100.0,0.0,14.29,1,6,5,85.71,71.43,0.5132169859587289,1.0,0.0,0.029411764705882353,0.016059291003554715,0.5142857142857142,0.5247524752475248,37.25,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0180. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00023,Supplier_0023,Telecom,Germany,112,1468913.02,13115.29,103,7.52,31.18,1.49,94,1,10,20,5,2,8,30,4,6,4,44,7,0,1.32,83.93,0.89,8.93,13,81,49,72.32,43.75,0.3846071854925814,0.71875,0.07142857142857142,0.38235294117647056,0.3557632521529775,0.4339285714285714,0.29455445544554454,37.16,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0023. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00012,Supplier_0012,Training,Algeria,103,1180688.31,11462.99,95,8.06,24.73,1.64,88,0,13,10,2,4,15,34,3,5,4,46,12,0,1.06,85.44,0.0,12.62,11,77,61,74.76,59.22,0.42774852321327156,0.7451456310679611,0.0,0.3235294117647059,0.28590322333612594,0.4485436893203883,0.42324329520330667,37.03,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0012. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00158,Supplier_0158,Logistics,France,17,187317.06,11018.65,15,8.82,23.12,1.71,17,0,2,2,1,0,2,6,0,2,2,8,1,0,0.17,100.0,0.0,11.76,3,15,9,88.24,52.94,0.48814400411975384,1.0,0.0,0.08823529411764706,0.04512947374736977,0.5294117647058822,0.3709959231217239,36.87,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0158. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00295,Supplier_0295,Maintenance,Algeria,13,132659.2,10204.55,12,9.88,20.43,2.0,12,0,3,0,0,0,1,2,0,0,0,11,6,0,0.12,92.31,0.0,23.08,0,17,4,130.77,30.77,0.5725917536502496,0.8653846153846154,0.0,0.0,0.031881478200189106,0.7846153846153846,0.18659558263518658,36.77,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0295. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00266,Supplier_0266,Training,Algeria,14,276362.54,19740.18,14,9.56,19.89,1.86,13,0,3,4,0,1,4,4,0,2,0,4,0,0,0.25,92.86,0.0,21.43,3,10,10,71.43,71.43,0.5468137115570463,0.8750000000000001,0.0,0.08823529411764706,0.06671235537750612,0.42857142857142855,0.5247524752475248,36.74,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0266. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00013,Supplier_0013,Professional Services,Tunisia,117,1345019.77,11495.9,113,7.63,27.96,1.51,99,0,15,14,6,4,16,33,2,4,3,43,15,0,1.21,84.62,0.0,12.82,14,79,57,67.52,48.72,0.39339366915968593,0.7307692307692307,0.0,0.4117647058823529,0.32573395308554715,0.4051282051282051,0.3358720487433358,36.63,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0013. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00039,Supplier_0039,Professional Services,Algeria,7,106516.61,15216.66,6,9.14,18.28,1.86,7,0,2,2,1,0,2,3,0,0,0,3,0,0,0.1,100.0,0.0,28.57,1,5,5,71.43,71.43,0.5134443749644705,1.0,0.0,0.029411764705882353,0.025545026024568436,0.42857142857142855,0.5247524752475248,36.49,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0039. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00279,Supplier_0279,Office Supplies,Morocco,20,349721.02,17486.05,17,9.33,29.03,1.7,19,0,3,2,0,0,1,3,2,2,2,10,6,0,0.31,95.0,0.0,15.0,2,22,6,110.0,30.0,0.5283326701154,0.9125,0.0,0.058823529411764705,0.08449301522016997,0.66,0.1801980198019802,36.48,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0279. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00284,Supplier_0284,Telecom,Algeria,15,430844.22,28722.95,12,9.0,18.82,1.8,15,0,2,2,0,0,3,3,0,1,1,9,1,0,0.39,100.0,0.0,13.33,1,14,6,93.33,40.0,0.5019233320068975,1.0,0.0,0.029411764705882353,0.10415569122638475,0.5599999999999999,0.2633663366336633,36.47,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0284. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00181,Supplier_0181,IT Services,Algeria,15,135050.22,9003.35,14,9.14,23.12,1.73,15,0,2,3,2,0,6,3,0,0,1,6,1,0,0.12,100.0,0.0,13.33,2,11,9,73.33,60.0,0.5132776230269267,1.0,0.0,0.058823529411764705,0.03246101465319366,0.43999999999999995,0.4297029702970297,36.45,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0181. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00300,Supplier_0300,Training,France,9,84928.41,9436.49,8,9.98,18.82,1.89,8,0,3,3,0,1,2,3,0,1,0,4,0,0,0.08,88.89,0.0,33.33,2,8,6,88.89,66.67,0.5800061900340453,0.8055555555555555,0.0,0.058823529411764705,0.0203124688503277,0.5333333333333332,0.485148514851485,36.4,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0300. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00089,Supplier_0089,Training,Algeria,13,146355.47,11258.11,12,8.48,34.95,1.69,9,1,1,1,1,0,3,5,0,1,0,4,3,0,0.13,69.23,7.69,7.69,2,9,8,69.23,61.54,0.4607426000183661,0.4615384615384615,0.6153846153846154,0.058823529411764705,0.03520118599652405,0.4153846153846153,0.4424980959634424,36.16,Medium Supplier Risk,High-risk invoices,Perform targeted review for Supplier_0089. Main risk driver: High-risk invoices. Focus on exception patterns and sample-based transaction testing.
SUP00126,Supplier_0126,Professional Services,Algeria,12,51780.79,4315.07,12,9.5,19.35,1.75,11,0,1,3,2,1,3,6,1,0,1,1,2,0,0.05,91.67,0.0,8.33,3,7,11,58.33,91.67,0.5419153733916966,0.8541666666666665,0.0,0.08823529411764706,0.012278134499154112,0.35,0.6930693069306929,36.16,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0126. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00056,Supplier_0056,Training,France,12,132534.39,11044.53,12,8.69,14.52,1.67,12,0,0,5,0,0,4,4,0,1,1,3,0,0,0.12,100.0,0.0,0.0,1,10,8,83.33,66.67,0.4777821992306673,1.0,0.0,0.029411764705882353,0.03185122669886351,0.5,0.485148514851485,36.1,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0056. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00026,Supplier_0026,Telecom,Algeria,88,1183861.53,13452.97,74,8.16,28.49,1.65,76,0,13,15,2,1,13,27,2,5,1,37,11,0,1.06,86.36,0.0,14.77,8,69,47,78.41,53.41,0.43508302282675543,0.7613636363636364,0.0,0.23529411764705882,0.28667234976058203,0.4704545454545454,0.37488748874887484,36.02,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0026. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00203,Supplier_0203,Logistics,Algeria,16,194591.02,12161.94,15,9.68,22.04,1.94,15,0,3,4,1,1,2,3,1,1,1,6,0,0,0.17,93.75,0.0,18.75,3,12,8,75.0,50.0,0.5561082371667331,0.890625,0.0,0.08823529411764706,0.04689253929165508,0.44999999999999996,0.3465346534653465,35.98,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0203. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00296,Supplier_0296,Logistics,Algeria,13,157545.95,12118.92,13,9.8,18.82,1.77,11,0,4,2,1,2,4,5,0,1,0,5,1,0,0.14,84.62,0.0,30.77,4,9,11,69.23,84.62,0.5659187609048334,0.7307692307692307,0.0,0.11764705882352941,0.03791353933803457,0.4153846153846153,0.6344249809596344,35.85,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0296. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00097,Supplier_0097,IT Services,Spain,23,326507.77,14195.99,23,9.3,22.58,1.78,20,0,5,4,0,3,2,8,1,1,0,11,5,0,0.29,86.96,0.0,21.74,4,21,14,91.3,60.87,0.5263066835066351,0.7717391304347827,0.0,0.11764705882352941,0.07886657773001593,0.5478260869565217,0.43693499784761086,35.82,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0097. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00015,Supplier_0015,Telecom,Algeria,104,1678146.75,16136.03,96,7.77,22.04,1.56,84,0,16,23,6,4,13,28,3,2,4,31,6,0,1.51,80.77,0.0,15.38,12,66,55,63.46,52.88,0.40429765220851577,0.6634615384615385,0.0,0.35294117647058826,0.4064774133616308,0.3807692307692307,0.37052551408987056,35.82,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0015. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00028,Supplier_0028,Facilities,Algeria,92,1229279.75,13361.74,82,7.74,23.66,1.55,76,0,17,16,2,6,11,27,0,4,2,30,7,0,1.1,82.61,0.0,18.48,13,59,49,64.13,53.26,0.4021782383778266,0.6956521739130433,0.0,0.38235294117647056,0.29768083740208273,0.38478260869565206,0.3736547567800258,35.66,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0028. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00239,Supplier_0239,Marketing Services,Algeria,12,148655.15,12387.93,12,9.59,19.35,1.75,11,0,3,4,2,1,1,4,0,0,0,4,2,0,0.13,91.67,0.0,25.0,3,10,6,83.33,50.0,0.5488791616925324,0.8541666666666665,0.0,0.08823529411764706,0.035758583421156856,0.5,0.3465346534653465,35.64,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0239. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00194,Supplier_0194,Consulting,Algeria,10,98791.69,9879.17,7,9.2,17.2,1.8,10,0,1,2,0,0,1,2,0,0,0,2,0,1,0.09,100.0,0.0,10.0,0,4,4,40.0,40.0,0.5177079188221251,1.0,0.0,0.0,0.023672656602085982,0.23999999999999996,0.2633663366336633,35.42,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0194. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00212,Supplier_0212,Marketing Services,United Arab Emirates,11,47615.29,4328.66,9,8.16,16.13,1.45,11,0,2,1,0,1,2,3,0,1,2,2,0,0,0.04,100.0,0.0,18.18,3,6,9,54.55,81.82,0.4355533046340846,1.0,0.0,0.08823529411764706,0.011268498822752198,0.3272727272727272,0.6111611161116112,34.88,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0212. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00278,Supplier_0278,Office Supplies,Algeria,19,181190.84,9536.36,19,9.37,19.35,1.79,16,0,4,2,1,3,4,5,1,0,1,11,0,0,0.16,84.21,0.0,21.05,4,14,15,73.68,78.95,0.5313003958363877,0.7236842105263157,0.0,0.11764705882352941,0.043644597916500265,0.4421052631578946,0.587285044293903,34.87,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0278. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00188,Supplier_0188,Office Supplies,Algeria,11,169775.0,15434.09,8,9.38,18.28,1.82,10,0,2,2,2,0,1,2,0,0,0,8,0,0,0.15,90.91,0.0,18.18,2,10,5,90.91,45.45,0.5327207611330174,0.8409090909090908,0.0,0.058823529411764705,0.04087762172154263,0.5454545454545454,0.30873087308730873,34.84,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0188. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00217,Supplier_0217,Consulting,Algeria,8,107101.15,13387.64,8,7.93,15.05,1.75,8,0,1,1,0,0,1,3,0,0,1,3,1,0,0.1,100.0,0.0,12.5,0,6,7,75.0,87.5,0.41693195384003184,1.0,0.0,0.0,0.025686707080452235,0.44999999999999996,0.6584158415841583,34.79,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0217. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00118,Supplier_0118,Office Supplies,Turkey,10,160468.39,16046.84,10,9.57,19.35,1.9,9,0,2,0,0,0,1,2,0,1,1,6,3,0,0.14,90.0,0.0,20.0,1,11,3,110.0,30.0,0.5475527258257065,0.825,0.0,0.029411764705882353,0.03862188159854208,0.66,0.1801980198019802,34.75,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0118. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00062,Supplier_0062,Professional Services,Algeria,14,373961.21,26711.51,14,8.33,19.35,1.5,14,0,2,3,1,0,2,3,1,1,0,5,2,0,0.34,100.0,0.0,14.29,2,11,6,78.57,42.86,0.44909328633960544,1.0,0.0,0.058823529411764705,0.09036836286793394,0.47142857142857136,0.28712871287128705,34.74,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0062. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00150,Supplier_0150,Marketing Services,Algeria,19,352933.36,18575.44,17,9.54,24.19,1.79,16,0,5,7,3,1,4,7,0,0,0,4,3,0,0.32,84.21,0.0,26.32,4,14,12,73.68,63.16,0.5449138165748633,0.7236842105263157,0.0,0.11764705882352941,0.08527162356700298,0.4421052631578946,0.4559666492965085,34.71,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0150. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00246,Supplier_0246,Marketing Services,Algeria,12,147448.82,12287.4,9,9.01,21.51,1.67,11,0,3,3,0,1,2,3,0,1,0,5,2,0,0.13,91.67,0.0,25.0,2,11,6,91.67,50.0,0.502719193526993,0.8541666666666665,0.0,0.058823529411764705,0.03546619263841435,0.5499999999999999,0.3465346534653465,34.54,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0246. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00105,Supplier_0105,Facilities,Algeria,10,89799.56,8979.96,9,8.6,20.43,1.9,9,0,1,3,0,0,0,7,1,1,0,4,0,0,0.08,90.0,0.0,10.0,1,8,9,80.0,90.0,0.47043374452845216,0.825,0.0,0.029411764705882353,0.02149314027635223,0.4799999999999999,0.6792079207920791,34.35,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0105. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00268,Supplier_0268,Training,Spain,9,70474.92,7830.55,8,9.08,16.67,2.0,8,0,1,1,0,0,4,3,0,0,0,6,0,0,0.06,88.89,0.0,11.11,0,7,8,77.78,88.89,0.5085555113410267,0.8055555555555555,0.0,0.0,0.016809225745654,0.4666666666666667,0.6699669966996699,34.32,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0268. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00251,Supplier_0251,Consulting,Algeria,17,161531.43,9501.85,15,8.25,18.28,1.65,16,0,1,3,0,2,4,5,0,0,1,8,0,0,0.15,94.12,0.0,5.88,2,12,13,70.59,76.47,0.44273308209077517,0.8970588235294117,0.0,0.058823529411764705,0.038879541689633736,0.4235294117647059,0.5666860803727432,34.0,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0251. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00168,Supplier_0168,Professional Services,United Kingdom,8,374244.54,46780.57,7,9.54,17.74,1.88,7,0,2,3,0,0,1,2,1,0,0,4,0,0,0.34,87.5,0.0,25.0,0,7,4,87.5,50.0,0.5453641066454438,0.78125,0.0,0.0,0.09043703651484188,0.5249999999999999,0.3465346534653465,33.93,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0168. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00170,Supplier_0170,Office Supplies,Algeria,16,160911.51,10056.97,15,8.94,16.13,1.69,14,0,3,3,0,2,2,4,0,0,1,5,5,0,0.14,87.5,0.0,18.75,2,14,10,87.5,62.5,0.4973139673696778,0.78125,0.0,0.058823529411764705,0.03872928521417699,0.5249999999999999,0.45049504950495045,33.82,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0170. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00299,Supplier_0299,Marketing Services,Algeria,15,322732.58,21515.51,14,9.35,19.89,2.0,13,0,4,3,0,0,1,3,0,0,0,9,4,0,0.29,86.67,0.0,26.67,0,16,6,106.67,40.0,0.5302560021222974,0.7666666666666667,0.0,0.0,0.077951545558801,0.6399999999999999,0.2633663366336633,33.78,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0299. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00235,Supplier_0235,Office Supplies,Algeria,13,170078.63,13082.97,12,8.56,17.2,1.85,12,0,1,2,0,0,1,7,0,2,0,5,1,0,0.15,92.31,0.0,7.69,2,10,8,76.92,61.54,0.4672319324129909,0.8653846153846154,0.0,0.058823529411764705,0.04095121569115634,0.46153846153846156,0.4424980959634424,33.67,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0235. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00270,Supplier_0270,Consulting,France,7,132931.04,18990.15,5,9.75,20.43,1.71,6,0,2,3,0,1,1,1,0,1,0,2,0,0,0.12,85.71,0.0,28.57,2,6,3,85.71,42.86,0.5622193166960379,0.7499999999999999,0.0,0.058823529411764705,0.03194736689596946,0.5142857142857142,0.28712871287128705,33.66,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0270. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00037,Supplier_0037,Marketing Services,Spain,26,303930.7,11689.64,25,8.52,26.88,1.62,23,0,4,6,1,2,3,8,0,0,0,7,9,0,0.27,88.46,0.0,15.38,3,22,15,84.62,57.69,0.4640178762741438,0.7980769230769229,0.0,0.08823529411764706,0.07339433782109181,0.5076923076923077,0.4105102817974104,33.58,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0037. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00302,Supplier_0302,Logistics,Algeria,16,199196.34,12449.77,15,8.77,21.51,1.75,14,0,1,1,0,0,4,5,1,1,2,10,1,0,0.18,87.5,0.0,6.25,1,15,10,93.75,62.5,0.48398328690807807,0.78125,0.0,0.029411764705882353,0.04800877872827668,0.5624999999999999,0.45049504950495045,33.52,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0302. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00128,Supplier_0128,Marketing Services,Algeria,17,217431.38,12790.08,14,8.92,21.51,1.82,15,0,4,2,1,0,2,8,0,0,2,6,5,0,0.2,88.24,0.0,23.53,1,15,10,88.24,58.82,0.4957280962524287,0.7941176470588235,0.0,0.029411764705882353,0.05242859554369282,0.5294117647058822,0.4199184624344788,33.5,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0128. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00095,Supplier_0095,Maintenance,Algeria,11,142665.83,12969.62,8,8.99,16.13,1.64,10,0,3,6,0,2,1,2,0,0,0,2,1,0,0.13,90.91,0.0,27.27,2,9,5,81.82,45.45,0.5016821618492927,0.8409090909090908,0.0,0.058823529411764705,0.03430688947099781,0.4909090909090909,0.30873087308730873,33.45,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0095. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00214,Supplier_0214,IT Services,Algeria,29,605122.24,20866.28,25,9.68,24.73,1.93,23,0,7,4,1,1,3,6,0,1,0,13,9,0,0.54,79.31,0.0,24.14,3,27,10,93.1,34.48,0.5560876545412132,0.6379310344827587,0.0,0.08823529411764706,0.1463972724542532,0.5586206896551723,0.21748036872652782,33.37,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0214. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00291,Supplier_0291,Office Supplies,Algeria,19,193765.28,10198.17,17,7.92,18.82,1.58,19,0,2,6,1,0,3,4,0,0,1,6,2,0,0.17,100.0,0.0,10.53,1,15,9,78.95,47.37,0.4165287871489309,1.0,0.0,0.029411764705882353,0.04669239607633108,0.4736842105263157,0.3246482542991141,33.33,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0291. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00135,Supplier_0135,Consulting,Algeria,13,123221.28,9478.56,12,8.19,21.51,1.62,12,0,1,2,0,0,3,6,0,2,1,5,0,0,0.11,92.31,0.0,7.69,2,10,9,76.92,69.23,0.4376626159355964,0.8653846153846154,0.0,0.058823529411764705,0.029593911103075396,0.46153846153846156,0.5064737242955064,33.26,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0135. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00225,Supplier_0225,Telecom,Germany,22,406911.91,18496.0,21,7.7,38.17,1.5,17,1,1,5,0,1,5,7,0,2,1,4,1,0,0.37,77.27,4.55,4.55,3,13,13,59.09,59.09,0.3985457439496437,0.6022727272727272,0.36363636363636365,0.08823529411764706,0.0983549676650571,0.3545454545454545,0.4221422142214221,33.26,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0225. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00200,Supplier_0200,Telecom,Algeria,11,170755.84,15523.26,10,8.99,17.2,2.0,10,0,2,3,0,0,3,2,0,0,0,4,1,0,0.15,90.91,0.0,18.18,0,8,7,72.73,63.64,0.5015374597547301,0.8409090909090908,0.0,0.0,0.04111535814138227,0.43636363636363634,0.45994599459945984,33.15,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0200. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00060,Supplier_0060,Office Supplies,Germany,17,127831.41,7519.49,15,8.1,15.05,1.41,16,0,1,4,0,1,3,3,2,1,1,2,5,0,0.11,94.12,0.0,5.88,2,13,10,76.47,58.82,0.4302801900704573,0.8970588235294117,0.0,0.058823529411764705,0.030711316389559797,0.45882352941176463,0.4199184624344788,32.93,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0060. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00144,Supplier_0144,Maintenance,Algeria,7,36892.9,5270.41,6,7.83,10.22,1.29,7,0,0,6,0,1,0,1,0,0,0,0,0,0,0.03,100.0,0.0,0.0,1,6,3,85.71,42.86,0.4094139048377012,1.0,0.0,0.029411764705882353,0.008669601336185134,0.5142857142857142,0.28712871287128705,32.92,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0144. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00289,Supplier_0289,Facilities,France,8,142495.04,17811.88,7,9.28,15.59,2.12,7,0,1,6,0,0,0,4,0,0,0,1,0,0,0.13,87.5,0.0,12.5,0,7,4,87.5,50.0,0.5240748109828891,0.78125,0.0,0.0,0.0342654933175534,0.5249999999999999,0.3465346534653465,32.84,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0289. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00081,Supplier_0081,IT Services,Algeria,26,260556.7,10021.41,25,7.92,17.74,1.65,24,0,2,4,0,0,6,11,0,2,2,12,0,0,0.23,92.31,0.0,7.69,2,20,17,76.92,65.38,0.4162661850684135,0.8653846153846154,0.0,0.058823529411764705,0.0628813290998683,0.46153846153846156,0.4744859101294745,32.84,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0081. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00240,Supplier_0240,Marketing Services,Germany,14,199857.59,14275.54,13,8.1,16.13,1.57,13,0,3,2,0,3,0,5,0,0,1,6,1,0,0.18,92.86,0.0,21.43,3,10,8,71.43,57.14,0.43084531862884445,0.8750000000000001,0.0,0.08823529411764706,0.048169052786858055,0.42857142857142855,0.4059405940594059,32.83,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0240. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00019,Supplier_0019,Marketing Services,France,83,1225469.15,14764.69,77,7.7,27.42,1.53,69,0,8,17,3,2,14,21,2,1,5,31,6,0,1.1,83.13,0.0,9.64,6,60,39,72.29,46.99,0.39888962934907163,0.7048192771084338,0.0,0.17647058823529413,0.2967572225398819,0.4337349397590361,0.32148395562447807,32.75,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0019. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00309,Supplier_0309,Facilities,Algeria,16,179712.51,11232.03,13,8.23,19.35,1.5,15,0,3,4,0,0,1,3,0,2,2,6,2,0,0.16,93.75,0.0,18.75,2,16,4,100.0,25.0,0.44105650616792685,0.890625,0.0,0.058823529411764705,0.043286279657108774,0.6,0.1386138613861386,32.67,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0309. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00219,Supplier_0219,Professional Services,United Kingdom,18,232568.83,12920.49,16,8.51,21.51,1.67,16,0,1,1,1,1,5,3,1,0,1,12,0,0,0.21,88.89,0.0,5.56,2,14,10,77.78,55.56,0.4634566918689482,0.8055555555555555,0.0,0.058823529411764705,0.05609761716648723,0.4666666666666667,0.3927392739273927,32.53,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0219. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
SUP00317,Supplier_0317,Office Supplies,Germany,16,400352.92,25022.06,15,8.3,15.59,1.75,15,0,3,4,0,0,1,2,0,0,2,10,0,0,0.36,93.75,0.0,18.75,0,16,4,100.0,25.0,0.44652805411858343,0.890625,0.0,0.0,0.09676519685599136,0.6,0.1386138613861386,32.46,Medium Supplier Risk,High exception rate,Perform targeted review for Supplier_0317. Main risk driver: High exception rate. Focus on exception patterns and sample-based transaction testing.
