invoice_id,invoice_number,supplier_id,department_id,po_id,invoice_date,invoice_amount,currency,payment_terms_days,due_date,invoice_status,missing_po_flag,round_amount_flag,high_value_invoice_flag,invoice_due_days,duplicate_invoice_flag
INV0001482,FCT-102814,SUP00007,DPT007,PO0003741,2024-07-03,2455.07,DZD,30,2024-08-02,Validated,0,0,0,30,0
INV0001483,FCT-238586,SUP00007,DPT010,PO0000016,2024-09-14,20536.05,DZD,30,2024-10-14,Validated,0,0,0,30,0
INV0001484,FCT-360301,SUP00269,DPT006,PO0004161,2024-04-07,14042.04,EUR,30,2024-05-07,Validated,0,0,0,30,0
INV0001485,FCT-423255,SUP00285,DPT002,PO0003318,2024-12-04,13525.3,USD,60,2025-02-02,Validated,0,0,0,60,0
INV0001486,FCT-894519,SUP00005,DPT002,PO0003568,2024-05-14,1974.09,USD,45,2024-06-28,Validated,0,0,0,45,0
INV0001487,FCT-783065,SUP00263,DPT003,PO0000263,2024-12-14,37763.02,DZD,15,2024-12-29,Validated,0,0,0,15,0
INV0001488,FCT-282286,SUP00009,DPT003,PO0003314,2024-05-28,759.24,DZD,30,2024-06-27,Disputed,0,0,0,30,0
INV0001489,FCT-632466,SUP00081,DPT006,PO0005187,2024-09-27,14963.1,EUR,60,2024-11-26,Disputed,0,0,0,60,0
INV0001490,FCT-142098,SUP00004,DPT008,,2024-07-24,7504.29,DZD,45,2024-09-07,Validated,1,0,0,45,0
INV0001491,FCT-921144,SUP00006,DPT010,PO0002161,2024-08-13,13770.58,DZD,30,2024-09-12,Pending Review,0,0,0,30,0
INV0001492,FCT-720386,SUP00018,DPT001,PO0001545,2024-01-29,4991.53,EUR,30,2024-02-28,Validated,0,0,0,30,0
INV0001493,FCT-359535,SUP00023,DPT003,PO0001140,2024-10-16,7048.84,EUR,30,2024-11-15,Validated,0,0,0,30,0
INV0001494,FCT-705766,SUP00285,DPT009,,2024-06-06,14305.0,DZD,60,2024-08-05,Pending Review,1,0,0,60,0
INV0001495,FCT-109278,SUP00271,DPT003,PO0003633,2024-04-04,6391.46,USD,15,2024-04-19,Validated,0,0,0,15,0
INV0001496,FCT-334544,SUP00007,DPT004,,2024-09-07,8199.68,DZD,30,2024-10-07,Validated,1,0,0,30,0
INV0001497,FCT-555639,SUP00225,DPT009,PO0001987,2024-10-04,8512.15,DZD,30,2024-11-03,Validated,0,0,0,30,0
INV0001498,FCT-667555,SUP00007,DPT002,PO0002156,2024-09-15,79829.16,DZD,45,2024-10-30,Validated,0,0,0,45,0
INV0001499,FCT-299126,SUP00237,DPT010,PO0001082,2024-12-04,1019.75,USD,30,2025-01-03,Validated,0,0,0,30,0
INV0001500,FCT-622067,SUP00255,DPT012,,2024-04-08,28435.75,DZD,30,2024-05-08,Validated,1,0,0,30,0
INV0001501,FCT-210914,SUP00056,DPT005,PO0002830,2024-03-10,10777.79,DZD,15,2024-03-25,Disputed,0,0,0,15,0
INV0001502,FCT-224644,SUP00294,DPT002,PO0001884,2024-07-17,9343.88,USD,60,2024-09-15,Validated,0,0,0,60,0
INV0001503,FCT-116027,SUP00056,DPT012,,2024-05-03,1483.23,EUR,30,2024-06-02,Validated,1,0,0,30,0
INV0001504,FCT-787848,SUP00022,DPT009,PO0000466,2024-05-20,24105.19,DZD,45,2024-07-04,Validated,0,0,0,45,0
INV0001505,FCT-627917,SUP00009,DPT005,PO0001421,2024-08-22,1739.08,EUR,30,2024-09-21,Validated,0,0,0,30,0
INV0001506,FCT-297466,SUP00028,DPT003,PO0003467,2024-01-14,34825.67,DZD,30,2024-02-13,Validated,0,0,0,30,0
INV0001507,FCT-447624,SUP00112,DPT003,,2024-06-06,3426.22,DZD,30,2024-07-06,Validated,1,0,0,30,0
INV0001508,FCT-807223,SUP00002,DPT003,PO0005051,2024-06-06,34823.93,DZD,15,2024-06-21,Validated,0,0,0,15,0
INV0001509,FCT-390976,SUP00016,DPT005,PO0003078,2024-01-09,2831.38,DZD,30,2024-02-08,Validated,0,0,0,30,0
INV0001510,FCT-340717,SUP00255,DPT001,,2024-09-02,2187.59,DZD,30,2024-10-02,Validated,1,0,0,30,0
INV0001511,FCT-443287,SUP00067,DPT006,PO0003272,2024-10-30,5716.86,DZD,30,2024-11-29,Validated,0,0,0,30,0
INV0001512,FCT-295427,SUP00093,DPT011,PO0002927,2024-12-11,2720.14,DZD,60,2025-02-09,Validated,0,0,0,60,0
INV0001513,FCT-786844,SUP00305,DPT010,,2024-12-11,4865.96,DZD,45,2025-01-25,Validated,1,0,0,45,0
INV0001514,FCT-889158,SUP00090,DPT008,PO0003530,2024-02-10,44398.86,EUR,30,2024-03-11,Validated,0,0,0,30,0
INV0001515,FCT-308921,SUP00007,DPT003,PO0000392,2024-03-31,3377.72,DZD,45,2024-05-15,Validated,0,0,0,45,0
INV0001516,FCT-928655,SUP00117,DPT004,PO0000401,2024-06-05,7797.7,DZD,15,2024-06-20,Validated,0,0,0,15,0
INV0001517,FCT-558709,SUP00113,DPT009,PO0002301,2024-08-01,39805.92,EUR,45,2024-09-15,Validated,0,0,0,45,0
INV0001518,FCT-690323,SUP00109,DPT004,,2024-12-09,8395.14,DZD,60,2025-02-07,Validated,1,0,0,60,0
INV0001519,FCT-994594,SUP00021,DPT006,,2024-04-08,23293.14,DZD,60,2024-06-07,Pending Review,1,0,0,60,0
INV0001520,FCT-921069,SUP00002,DPT010,,2024-06-20,12100.97,DZD,90,2024-09-18,Validated,1,0,0,90,0
INV0001521,FCT-144932,SUP00017,DPT004,,2024-09-05,20130.59,DZD,90,2024-12-04,Validated,1,0,0,90,0
INV0001522,FCT-202048,SUP00030,DPT004,,2024-11-22,5906.03,DZD,30,2024-12-22,Validated,1,0,0,30,0
INV0001523,FCT-691882,SUP00009,DPT004,PO0002589,2024-09-11,12456.04,EUR,30,2024-10-11,Validated,0,0,0,30,0
INV0001524,FCT-656836,SUP00210,DPT002,PO0003483,2024-09-05,51028.88,DZD,45,2024-10-20,Validated,0,0,0,45,0
INV0001525,FCT-714521,SUP00004,DPT007,,2024-12-23,4360.2,USD,45,2025-02-06,Validated,1,0,0,45,0
INV0001526,FCT-252523,SUP00159,DPT001,PO0003197,2024-11-12,10318.94,DZD,15,2024-11-27,Validated,0,0,0,15,0
INV0001527,FCT-480467,SUP00038,DPT001,,2024-11-11,2922.22,DZD,30,2024-12-11,Validated,1,0,0,30,0
INV0001528,FCT-534174,SUP00025,DPT003,,2024-10-03,21009.87,DZD,30,2024-11-02,Disputed,1,0,0,30,0
INV0001529,FCT-826482,SUP00176,DPT004,PO0004481,2024-04-30,933.83,DZD,45,2024-06-14,Validated,0,0,0,45,0
INV0001530,FCT-681825,SUP00013,DPT007,PO0001858,2024-01-27,4533.55,DZD,30,2024-02-26,Validated,0,0,0,30,0
INV0001531,FCT-704266,SUP00192,DPT007,PO0004928,2024-10-13,20273.63,DZD,45,2024-11-27,Validated,0,0,0,45,0
INV0001532,FCT-407434,SUP00276,DPT005,,2024-10-05,5346.71,DZD,45,2024-11-19,Validated,1,0,0,45,0
INV0001533,FCT-741048,SUP00023,DPT001,,2024-08-15,812.36,DZD,30,2024-09-14,Validated,1,0,0,30,0
INV0001534,FCT-178131,SUP00004,DPT002,PO0003494,2024-02-16,2625.63,DZD,30,2024-03-17,Validated,0,0,0,30,0
INV0001535,FCT-216469,SUP00021,DPT003,PO0000075,2024-12-18,2898.89,DZD,30,2025-01-17,Validated,0,0,0,30,0
INV0001536,FCT-484550,SUP00200,DPT001,PO0000202,2024-09-30,38884.46,DZD,30,2024-10-30,Validated,0,0,0,30,0
INV0001537,FCT-592624,SUP00209,DPT004,PO0000438,2024-08-27,15794.73,DZD,45,2024-10-11,Validated,0,0,0,45,0
INV0001538,FCT-360613,SUP00220,DPT006,PO0004312,2024-06-01,17762.38,DZD,60,2024-07-31,Validated,0,0,0,60,0
INV0001539,FCT-250597,SUP00008,DPT001,,2024-01-20,1543.27,DZD,30,2024-02-19,Validated,1,0,0,30,0
INV0001540,FCT-554006,SUP00278,DPT012,PO0000325,2024-09-06,6385.73,DZD,45,2024-10-21,Validated,0,0,0,45,0
INV0001541,FCT-171711,SUP00010,DPT005,PO0001694,2024-05-18,38045.4,DZD,15,2024-06-02,Validated,0,0,0,15,0
INV0001542,FCT-289648,SUP00310,DPT006,,2024-01-23,17804.88,DZD,90,2024-04-22,Validated,1,0,0,90,0
INV0001543,FCT-482062,SUP00065,DPT001,,2024-01-22,3542.64,DZD,45,2024-03-07,Validated,1,0,0,45,0
INV0001544,FCT-552371,SUP00061,DPT002,PO0003726,2024-02-11,15682.03,DZD,45,2024-03-27,Validated,0,0,0,45,0
INV0001545,FCT-188829,SUP00271,DPT002,PO0001882,2024-04-08,1450.42,DZD,45,2024-05-23,Validated,0,0,0,45,0
INV0001546,FCT-824757,SUP00010,DPT007,PO0003210,2024-02-08,2370.01,DZD,45,2024-03-24,Validated,0,0,0,45,0
INV0001547,FCT-100351,SUP00012,DPT001,PO0001590,2024-02-17,10000.0,DZD,30,2024-03-18,Validated,0,1,0,30,0
INV0001548,FCT-549968,SUP00003,DPT010,PO0004316,2024-05-17,5581.82,DZD,15,2024-06-01,Validated,0,0,0,15,0
INV0001549,FCT-974006,SUP00146,DPT003,PO0001779,2024-01-12,13158.11,DZD,30,2024-02-11,Validated,0,0,0,30,0
INV0001550,FCT-907265,SUP00300,DPT001,PO0001598,2024-03-02,2096.44,DZD,30,2024-04-01,Validated,0,0,0,30,0
INV0001551,FCT-889207,SUP00007,DPT009,PO0002510,2024-05-22,5713.74,DZD,30,2024-06-21,Validated,0,0,0,30,0
INV0001552,FCT-738284,SUP00095,DPT002,PO0001397,2024-01-03,2418.5,DZD,30,2024-02-02,Validated,0,0,0,30,0
INV0001553,FCT-267298,SUP00234,DPT011,PO0000856,2024-03-17,3216.92,DZD,90,2024-06-15,Validated,0,0,0,90,0
INV0001554,FCT-668835,SUP00023,DPT004,PO0003673,2024-11-16,1906.26,DZD,30,2024-12-16,Validated,0,0,0,30,0
INV0001555,FCT-234897,SUP00283,DPT005,PO0001816,2024-05-26,26463.12,DZD,90,2024-08-24,Validated,0,0,0,90,0
INV0001556,FCT-980010,SUP00009,DPT009,PO0004004,2024-10-01,10000.0,EUR,60,2024-11-30,Validated,0,1,0,60,0
INV0001557,FCT-408755,SUP00024,DPT004,PO0002213,2024-06-13,4766.4,DZD,60,2024-08-12,Validated,0,0,0,60,0
INV0001558,FCT-141146,SUP00026,DPT009,PO0004672,2024-07-26,15000.0,DZD,30,2024-08-25,Validated,0,1,0,30,0
INV0001559,FCT-201366,SUP00275,DPT006,PO0000719,2024-02-17,9122.79,DZD,60,2024-04-17,Validated,0,0,0,60,0
INV0001560,FCT-185493,SUP00078,DPT004,PO0002802,2024-09-21,111312.79,EUR,45,2024-11-05,Validated,0,0,1,45,0
INV0001561,FCT-405039,SUP00225,DPT004,PO0002482,2024-04-09,156405.61,DZD,15,2024-04-24,Validated,0,0,1,15,0
INV0001562,FCT-259885,SUP00005,DPT004,PO0001030,2024-04-20,4937.12,DZD,30,2024-05-20,Validated,0,0,0,30,0
INV0001563,FCT-734819,SUP00283,DPT012,PO0003618,2024-04-04,10269.43,DZD,15,2024-04-19,Validated,0,0,0,15,0
INV0001564,FCT-729000,SUP00027,DPT004,PO0001341,2024-09-14,19216.59,DZD,90,2024-12-13,Validated,0,0,0,90,0
INV0001565,FCT-315482,SUP00113,DPT009,PO0002301,2024-08-27,26955.14,DZD,45,2024-10-11,Validated,0,0,0,45,0
INV0001566,FCT-199682,SUP00022,DPT004,PO0000466,2024-07-08,13221.19,DZD,30,2024-08-07,Validated,0,0,0,30,0
INV0001567,FCT-800748,SUP00007,DPT007,PO0002882,2024-05-01,22711.24,DZD,45,2024-06-15,Validated,0,0,0,45,0
INV0001568,FCT-145901,SUP00006,DPT007,PO0002878,2024-02-02,10231.33,DZD,30,2024-03-03,Validated,0,0,0,30,0
INV0001569,FCT-930598,SUP00217,DPT008,PO0003777,2024-10-30,3087.35,EUR,30,2024-11-29,Validated,0,0,0,30,0
INV0001570,FCT-358993,SUP00214,DPT006,PO0004295,2024-08-30,22549.56,DZD,60,2024-10-29,Pending Review,0,0,0,60,0
INV0001571,FCT-134226,SUP00249,DPT007,PO0001909,2024-07-28,7470.6,DZD,30,2024-08-27,Validated,0,0,0,30,0
INV0001572,FCT-742219,SUP00011,DPT001,PO0000798,2024-12-28,9361.85,DZD,15,2025-01-12,Pending Review,0,0,0,15,0
INV0001573,FCT-586528,SUP00002,DPT009,PO0004784,2024-01-31,1341.76,DZD,45,2024-03-16,Validated,0,0,0,45,0
INV0001574,FCT-891155,SUP00318,DPT003,,2024-04-03,2632.4,DZD,30,2024-05-03,Validated,1,0,0,30,0
INV0001575,FCT-168826,SUP00041,DPT001,PO0004278,2024-11-24,4097.99,DZD,30,2024-12-24,Validated,0,0,0,30,0
INV0001576,FCT-473408,SUP00011,DPT009,,2024-01-02,11695.37,DZD,30,2024-02-01,Validated,1,0,0,30,0
INV0001577,FCT-596023,SUP00293,DPT001,PO0000507,2024-04-25,50296.38,DZD,30,2024-05-25,Validated,0,0,0,30,0
INV0001578,FCT-387212,SUP00066,DPT007,PO0000207,2024-10-01,15623.42,DZD,30,2024-10-31,Validated,0,0,0,30,0
INV0001579,FCT-133493,SUP00042,DPT003,PO0004167,2024-07-26,5169.56,EUR,30,2024-08-25,Validated,0,0,0,30,0
INV0001580,FCT-204884,SUP00027,DPT009,PO0005172,2024-04-11,2046.9,DZD,45,2024-05-26,Validated,0,0,0,45,0
INV0001581,FCT-547546,SUP00009,DPT003,PO0001469,2024-05-06,26766.24,DZD,30,2024-06-05,Validated,0,0,0,30,0
INV0001582,FCT-586183,SUP00190,DPT004,PO0002302,2024-05-27,9198.85,DZD,45,2024-07-11,Validated,0,0,0,45,0
INV0001583,FCT-484297,SUP00016,DPT001,PO0000047,2024-04-02,160.71,DZD,45,2024-05-17,Validated,0,0,0,45,0
INV0001584,FCT-656273,SUP00060,DPT002,PO0004707,2024-01-03,21135.54,DZD,45,2024-02-17,Validated,0,0,0,45,0
INV0001585,FCT-961878,SUP00075,DPT005,PO0004097,2024-08-11,9796.35,DZD,30,2024-09-10,Validated,0,0,0,30,0
INV0001586,FCT-160096,SUP00008,DPT010,PO0000109,2024-01-24,538.07,DZD,45,2024-03-09,Validated,0,0,0,45,0
INV0001587,FCT-263542,SUP00093,DPT005,PO0001175,2024-09-17,13032.56,DZD,45,2024-11-01,Validated,0,0,0,45,0
INV0001588,FCT-557065,SUP00013,DPT005,PO0002727,2024-09-15,7023.04,DZD,45,2024-10-30,Validated,0,0,0,45,0
INV0001589,FCT-197585,SUP00003,DPT002,PO0002084,2024-12-11,1402.73,USD,30,2025-01-10,Validated,0,0,0,30,0
INV0001590,FCT-458849,SUP00281,DPT006,PO0004032,2024-12-17,66438.91,EUR,30,2025-01-16,Validated,0,0,0,30,0
INV0001591,FCT-165737,SUP00210,DPT007,,2024-12-10,10548.07,DZD,30,2025-01-09,Validated,1,0,0,30,0
INV0001592,FCT-144313,SUP00028,DPT009,PO0004731,2024-08-03,3647.34,DZD,30,2024-09-02,Validated,0,0,0,30,0
INV0001593,FCT-225683,SUP00002,DPT003,PO0001810,2024-02-03,2585.34,USD,45,2024-03-19,Validated,0,0,0,45,0
INV0001594,FCT-200939,SUP00011,DPT010,PO0003995,2024-11-03,5104.01,USD,45,2024-12-18,Validated,0,0,0,45,0
INV0001595,FCT-627644,SUP00081,DPT012,PO0003312,2024-11-26,5299.1,DZD,45,2025-01-10,Validated,0,0,0,45,0
INV0001596,FCT-626827,SUP00006,DPT004,PO0002504,2024-03-16,12336.18,EUR,30,2024-04-15,Validated,0,0,0,30,0
INV0001597,FCT-976009,SUP00242,DPT008,PO0001681,2024-05-11,4827.46,EUR,30,2024-06-10,Validated,0,0,0,30,0
INV0001598,FCT-869674,SUP00016,DPT002,PO0001860,2024-01-25,3950.59,EUR,30,2024-02-24,Validated,0,0,0,30,0
INV0001599,FCT-636175,SUP00014,DPT001,,2024-04-28,7623.67,DZD,45,2024-06-12,Validated,1,0,0,45,0
INV0001600,FCT-925720,SUP00028,DPT004,PO0003755,2024-05-06,3846.08,DZD,30,2024-06-05,Validated,0,0,0,30,0
INV0001601,FCT-686756,SUP00002,DPT011,PO0001254,2024-11-12,5560.11,DZD,30,2024-12-12,Validated,0,0,0,30,0
INV0001602,FCT-941853,SUP00150,DPT006,,2024-03-16,31115.3,DZD,15,2024-03-31,Validated,1,0,0,15,0
INV0001603,FCT-653854,SUP00227,DPT009,PO0002889,2024-02-22,3641.29,DZD,30,2024-03-23,Validated,0,0,0,30,0
INV0001604,FCT-863978,SUP00241,DPT011,PO0000232,2024-08-13,5191.24,DZD,60,2024-10-12,Validated,0,0,0,60,0
INV0001605,FCT-257822,SUP00061,DPT002,PO0005052,2024-09-18,2494.57,DZD,45,2024-11-02,Validated,0,0,0,45,0
INV0001606,FCT-975753,SUP00002,DPT003,,2024-12-15,21396.02,DZD,90,2025-03-15,Validated,1,0,0,90,0
INV0001607,FCT-950123,SUP00004,DPT005,,2024-10-14,860.07,EUR,45,2024-11-28,Validated,1,0,0,45,0
INV0001608,FCT-153207,SUP00006,DPT001,PO0002022,2024-03-25,2309.76,USD,60,2024-05-24,Validated,0,0,0,60,0
INV0001609,FCT-992644,SUP00184,DPT010,PO0001145,2024-09-09,13641.34,DZD,60,2024-11-08,Validated,0,0,0,60,0
INV0001610,FCT-472131,SUP00053,DPT011,PO0002538,2024-11-25,5049.54,DZD,30,2024-12-25,Validated,0,0,0,30,0
INV0001611,FCT-240535,SUP00020,DPT003,PO0003514,2024-10-30,16567.97,DZD,30,2024-11-29,Validated,0,0,0,30,0
INV0001612,FCT-754833,SUP00029,DPT007,,2024-07-15,4807.28,DZD,30,2024-08-14,Validated,1,0,0,30,0
INV0001613,FCT-323956,SUP00206,DPT004,PO0001170,2024-04-17,2771.24,DZD,45,2024-06-01,Validated,0,0,0,45,0
INV0001614,FCT-703035,SUP00006,DPT012,PO0002971,2024-02-07,5215.2,DZD,90,2024-05-07,Validated,0,0,0,90,0
INV0001615,FCT-613247,SUP00293,DPT007,PO0001605,2024-05-05,1359.09,EUR,45,2024-06-19,Validated,0,0,0,45,0
INV0001616,FCT-697213,SUP00003,DPT005,,2024-07-14,2322.46,DZD,45,2024-08-28,Validated,1,0,0,45,0
INV0001617,FCT-927162,SUP00210,DPT005,,2024-12-19,17144.52,DZD,30,2025-01-18,Validated,1,0,0,30,0
INV0001618,FCT-733555,SUP00149,DPT003,PO0002233,2024-06-19,4457.83,DZD,30,2024-07-19,Validated,0,0,0,30,0
INV0001619,FCT-622887,SUP00009,DPT002,PO0003149,2024-09-17,5797.8,DZD,30,2024-10-17,Validated,0,0,0,30,0
INV0001620,FCT-336651,SUP00003,DPT005,PO0001823,2024-09-30,6927.87,DZD,30,2024-10-30,Validated,0,0,0,30,0
INV0001621,FCT-439507,SUP00188,DPT009,,2024-06-18,988.62,DZD,30,2024-07-18,Validated,1,0,0,30,0
INV0001622,FCT-238258,SUP00024,DPT003,PO0002340,2024-09-30,999.7,DZD,90,2024-12-29,Disputed,0,0,0,90,0
INV0001623,FCT-441947,SUP00010,DPT004,PO0000627,2024-11-11,9309.85,DZD,45,2024-12-26,Validated,0,0,0,45,0
INV0001624,FCT-112324,SUP00028,DPT007,,2024-08-21,3744.48,DZD,45,2024-10-05,Validated,1,0,0,45,0
INV0001625,FCT-460110,SUP00070,DPT006,PO0005014,2024-09-15,4660.24,USD,30,2024-10-15,Validated,0,0,0,30,0
INV0001626,FCT-112821,SUP00298,DPT008,PO0002231,2024-08-31,15000.0,USD,45,2024-10-15,Validated,0,1,0,45,0
INV0001627,FCT-937630,SUP00009,DPT003,,2024-12-29,2049.1,DZD,30,2025-01-28,Validated,1,0,0,30,0
INV0001628,FCT-328794,SUP00119,DPT008,,2024-08-09,3128.24,DZD,45,2024-09-23,Validated,1,0,0,45,0
INV0001629,FCT-793956,SUP00010,DPT002,PO0000501,2024-02-14,4001.78,DZD,30,2024-03-15,Validated,0,0,0,30,0
INV0001630,FCT-230122,SUP00271,DPT002,PO0004938,2024-03-27,8840.31,DZD,45,2024-05-11,Validated,0,0,0,45,0
INV0001631,FCT-820535,SUP00281,DPT003,,2024-04-12,3970.41,DZD,30,2024-05-12,Validated,1,0,0,30,0
INV0001632,FCT-120796,SUP00010,DPT012,PO0002764,2024-12-03,2899.32,USD,90,2025-03-03,Validated,0,0,0,90,0
INV0001633,FCT-138837,SUP00009,DPT011,PO0000112,2024-01-01,42091.3,DZD,45,2024-02-15,Validated,0,0,0,45,0
INV0001634,FCT-355952,SUP00003,DPT004,PO0002459,2024-03-18,6285.06,DZD,60,2024-05-17,Validated,0,0,0,60,0
INV0001635,FCT-378557,SUP00102,DPT002,PO0000775,2024-09-11,12745.84,USD,15,2024-09-26,Validated,0,0,0,15,0
INV0001636,FCT-826986,SUP00268,DPT001,PO0004108,2024-08-05,749.4,DZD,45,2024-09-19,Validated,0,0,0,45,0
INV0001637,FCT-805205,SUP00012,DPT002,PO0002615,2024-01-06,1364.64,DZD,45,2024-02-20,Validated,0,0,0,45,0
INV0001638,FCT-570825,SUP00007,DPT002,PO0004781,2024-10-09,11772.92,DZD,30,2024-11-08,Validated,0,0,0,30,0
INV0001639,FCT-206704,SUP00147,DPT006,PO0001986,2024-01-12,4550.23,DZD,15,2024-01-27,Validated,0,0,0,15,0
INV0001640,FCT-823540,SUP00004,DPT010,PO0001749,2024-01-31,3849.62,DZD,30,2024-03-01,Validated,0,0,0,30,0
INV0001641,FCT-335356,SUP00264,DPT002,PO0002067,2024-10-27,2012.23,DZD,30,2024-11-26,Validated,0,0,0,30,0
INV0001642,FCT-701138,SUP00004,DPT003,PO0004206,2024-06-13,18405.68,DZD,30,2024-07-13,Validated,0,0,0,30,0
INV0001643,FCT-840570,SUP00235,DPT012,,2024-07-19,12740.81,DZD,45,2024-09-02,Validated,1,0,0,45,0
INV0001644,FCT-322148,SUP00223,DPT004,PO0000119,2024-01-11,5569.24,DZD,30,2024-02-10,Validated,0,0,0,30,0
INV0001645,FCT-602671,SUP00003,DPT007,,2024-02-29,7964.11,DZD,45,2024-04-14,Validated,1,0,0,45,0
INV0001646,FCT-770750,SUP00254,DPT002,PO0004564,2024-03-23,4227.19,EUR,30,2024-04-22,Pending Review,0,0,0,30,0
INV0001647,FCT-589677,SUP00009,DPT012,,2024-05-07,2734.11,DZD,30,2024-06-06,Validated,1,0,0,30,0
INV0001648,FCT-452297,SUP00001,DPT010,PO0001722,2024-08-20,3305.65,DZD,30,2024-09-19,Validated,0,0,0,30,0
INV0001649,FCT-365645,SUP00017,DPT003,,2024-05-21,14459.1,DZD,90,2024-08-19,Validated,1,0,0,90,0
INV0001650,FCT-712952,SUP00079,DPT001,PO0002879,2024-11-29,3813.14,DZD,30,2024-12-29,Validated,0,0,0,30,0
INV0001651,FCT-183413,SUP00011,DPT009,PO0002935,2024-03-19,6412.56,DZD,60,2024-05-18,Validated,0,0,0,60,0
INV0001652,FCT-604912,SUP00128,DPT002,PO0004028,2024-04-21,3662.99,DZD,30,2024-05-21,Pending Review,0,0,0,30,0
INV0001653,FCT-878539,SUP00002,DPT003,PO0000707,2024-02-02,17687.76,DZD,30,2024-03-03,Validated,0,0,0,30,0
INV0001654,FCT-302894,SUP00006,DPT002,PO0000513,2024-10-31,2842.17,DZD,30,2024-11-30,Validated,0,0,0,30,0
INV0001655,FCT-263431,SUP00027,DPT002,PO0002871,2024-08-09,34757.6,USD,30,2024-09-08,Validated,0,0,0,30,0
INV0001656,FCT-618610,SUP00001,DPT001,PO0004047,2024-07-10,3104.28,DZD,45,2024-08-24,Validated,0,0,0,45,0
INV0001657,FCT-573989,SUP00023,DPT003,PO0001323,2024-10-25,3108.42,DZD,15,2024-11-09,Validated,0,0,0,15,0
INV0001658,FCT-233728,SUP00006,DPT002,PO0004998,2024-10-04,60109.33,DZD,45,2024-11-18,Validated,0,0,0,45,0
INV0001659,FCT-633198,SUP00086,DPT011,PO0001533,2024-05-28,1760.72,EUR,45,2024-07-12,Validated,0,0,0,45,0
INV0001660,FCT-171613,SUP00007,DPT004,PO0004322,2024-10-22,5750.41,DZD,15,2024-11-06,Validated,0,0,0,15,0
INV0001661,FCT-529307,SUP00007,DPT006,PO0000125,2024-04-06,19214.52,DZD,30,2024-05-06,Validated,0,0,0,30,0
INV0001662,FCT-158081,SUP00150,DPT004,PO0000610,2024-08-20,1017.42,DZD,30,2024-09-19,Validated,0,0,0,30,0
INV0001663,FCT-832150,SUP00026,DPT004,,2024-06-09,8078.2,DZD,45,2024-07-24,Pending Review,1,0,0,45,0
INV0001664,FCT-972005,SUP00291,DPT002,PO0004493,2024-06-03,1022.62,DZD,45,2024-07-18,Validated,0,0,0,45,0
INV0001665,FCT-104506,SUP00170,DPT002,PO0000014,2024-08-19,6261.2,DZD,45,2024-10-03,Validated,0,0,0,45,0
INV0001666,FCT-676261,SUP00013,DPT007,PO0001858,2024-08-01,62398.79,DZD,45,2024-09-15,Pending Review,0,0,0,45,0
INV0001667,FCT-426297,SUP00072,DPT004,PO0001797,2024-12-08,401.9,DZD,30,2025-01-07,Validated,0,0,0,30,0
INV0001668,FCT-192200,SUP00293,DPT011,PO0002562,2024-09-09,5503.48,DZD,90,2024-12-08,Validated,0,0,0,90,0
INV0001669,FCT-730190,SUP00313,DPT003,PO0001445,2024-05-30,25000.0,DZD,45,2024-07-14,Validated,0,1,0,45,0
INV0001670,FCT-890554,SUP00227,DPT009,PO0002324,2024-11-10,1884.86,DZD,15,2024-11-25,Validated,0,0,0,15,0
INV0001671,FCT-143405,SUP00303,DPT004,PO0002984,2024-12-20,20000.0,DZD,45,2025-02-03,Validated,0,1,0,45,0
INV0001672,FCT-229912,SUP00224,DPT005,PO0002286,2024-07-19,21244.53,DZD,30,2024-08-18,Validated,0,0,0,30,0
INV0001673,FCT-928842,SUP00100,DPT003,PO0000017,2024-04-04,7535.74,DZD,45,2024-05-19,Validated,0,0,0,45,0
INV0001674,FCT-121240,SUP00146,DPT012,PO0003328,2024-11-14,707.9,USD,45,2024-12-29,Validated,0,0,0,45,0
INV0001675,FCT-441003,SUP00032,DPT002,PO0002770,2024-08-23,2033.01,DZD,30,2024-09-22,Validated,0,0,0,30,0
INV0001676,FCT-921018,SUP00003,DPT009,PO0003359,2024-05-21,3193.46,EUR,30,2024-06-20,Validated,0,0,0,30,0
INV0001677,FCT-635636,SUP00064,DPT006,PO0004727,2024-05-31,985.37,DZD,45,2024-07-15,Validated,0,0,0,45,0
INV0001678,FCT-275483,SUP00133,DPT005,PO0001006,2024-10-04,6639.72,EUR,15,2024-10-19,Validated,0,0,0,15,0
INV0001679,FCT-108514,SUP00005,DPT004,PO0002686,2024-08-23,8049.29,DZD,15,2024-09-07,Validated,0,0,0,15,0
INV0001680,FCT-572137,SUP00001,DPT001,,2024-08-10,7918.75,EUR,45,2024-09-24,Pending Review,1,0,0,45,0
INV0001681,FCT-585408,SUP00029,DPT009,,2024-10-17,61319.45,EUR,30,2024-11-16,Validated,1,0,0,30,0
INV0001682,FCT-558621,SUP00040,DPT003,PO0003538,2024-01-29,2034.64,DZD,60,2024-03-29,Validated,0,0,0,60,0
INV0001683,FCT-285862,SUP00206,DPT003,,2024-05-07,3484.47,DZD,30,2024-06-06,Validated,1,0,0,30,0
INV0001684,FCT-960039,SUP00151,DPT004,PO0000227,2024-07-02,3274.36,DZD,45,2024-08-16,Validated,0,0,0,45,0
INV0001685,FCT-402211,SUP00010,DPT006,PO0003050,2024-04-06,16039.67,DZD,90,2024-07-05,Validated,0,0,0,90,0
