payment_id,invoice_id,supplier_id,department_id,payment_date,payment_amount,payment_method,payment_status,payment_weekday,weekend_payment_flag,cash_payment_flag,pending_or_failed_payment_flag
PAY0001581,INV0001711,SUP00001,DPT009,2024-12-28,4042.24,Bank Transfer,Completed,Saturday,1,0,0
PAY0001582,INV0001712,SUP00004,DPT002,2024-11-01,4366.18,Bank Transfer,Completed,Friday,0,0,0
PAY0001583,INV0001714,SUP00262,DPT001,2024-05-25,3261.07,Bank Transfer,Completed,Saturday,1,0,0
PAY0001584,INV0001715,SUP00018,DPT008,2025-03-11,3981.49,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001585,INV0001716,SUP00009,DPT001,2024-01-29,1030.68,Bank Transfer,Completed,Monday,0,0,0
PAY0001586,INV0001717,SUP00126,DPT003,2024-07-20,380.72,Bank Transfer,Completed,Saturday,1,0,0
PAY0001587,INV0001718,SUP00146,DPT002,2025-01-03,58443.09,Bank Transfer,Completed,Friday,0,0,0
PAY0001588,INV0001719,SUP00028,DPT010,2025-01-06,3406.24,Bank Transfer,Completed,Monday,0,0,0
PAY0001589,INV0001720,SUP00010,DPT005,2024-09-28,4314.17,Bank Transfer,Completed,Saturday,1,0,0
PAY0001590,INV0001721,SUP00010,DPT009,2024-11-28,6494.67,Bank Transfer,Completed,Thursday,0,0,0
PAY0001591,INV0001722,SUP00007,DPT005,2024-03-30,13107.97,Bank Transfer,Completed,Saturday,1,0,0
PAY0001592,INV0001723,SUP00016,DPT009,2024-05-16,14531.38,Bank Transfer,Completed,Thursday,0,0,0
PAY0001593,INV0001724,SUP00006,DPT005,2024-03-30,19907.04,Check,Completed,Saturday,1,0,0
PAY0001594,INV0001725,SUP00110,DPT004,2024-11-15,11434.82,Card,Completed,Friday,0,0,0
PAY0001595,INV0001726,SUP00258,DPT006,2024-10-26,4455.19,Bank Transfer,Completed,Saturday,1,0,0
PAY0001596,INV0001727,SUP00009,DPT003,2025-01-19,26611.35,Card,Completed,Sunday,1,0,0
PAY0001597,INV0001728,SUP00008,DPT011,2024-09-20,4959.29,Bank Transfer,Completed,Friday,0,0,0
PAY0001598,INV0001729,SUP00260,DPT011,2024-09-05,19771.92,Check,Completed,Thursday,0,0,0
PAY0001599,INV0001731,SUP00161,DPT011,2024-07-04,27359.98,Bank Transfer,Completed,Thursday,0,0,0
PAY0001600,INV0001732,SUP00255,DPT002,2024-12-20,2167.4,Card,Completed,Friday,0,0,0
PAY0001601,INV0001733,SUP00123,DPT007,2025-02-11,1126.58,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001602,INV0001734,SUP00169,DPT009,2024-10-18,1352.05,Bank Transfer,Completed,Friday,0,0,0
PAY0001603,INV0001735,SUP00019,DPT002,2024-07-20,7459.43,Check,Completed,Saturday,1,0,0
PAY0001604,INV0001736,SUP00284,DPT001,2024-12-12,81589.42,Bank Transfer,Completed,Thursday,0,0,0
PAY0001605,INV0001738,SUP00003,DPT004,2024-08-26,5265.58,Bank Transfer,Completed,Monday,0,0,0
PAY0001606,INV0001739,SUP00082,DPT004,2024-11-19,14373.73,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001607,INV0001741,SUP00039,DPT002,2024-07-15,5000.03,Check,Completed,Monday,0,0,0
PAY0001608,INV0001742,SUP00003,DPT001,2025-01-30,3957.14,Bank Transfer,Completed,Thursday,0,0,0
PAY0001609,INV0001743,SUP00101,DPT011,2024-07-08,57428.02,Bank Transfer,Completed,Monday,0,0,0
PAY0001610,INV0001744,SUP00025,DPT007,2024-02-26,6478.35,Bank Transfer,Completed,Monday,0,0,0
PAY0001611,INV0001745,SUP00057,DPT006,2024-11-05,14205.94,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001612,INV0001746,SUP00113,DPT003,2024-08-30,2620.0,Bank Transfer,Completed,Friday,0,0,0
PAY0001613,INV0001747,SUP00009,DPT012,2024-02-17,1603.04,Bank Transfer,Completed,Saturday,1,0,0
PAY0001614,INV0001748,SUP00012,DPT002,2024-04-13,12841.32,Bank Transfer,Completed,Saturday,1,0,0
PAY0001615,INV0001749,SUP00028,DPT002,2024-11-22,7830.09,Check,Pending,Friday,0,0,1
PAY0001616,INV0001750,SUP00065,DPT003,2024-10-21,19366.02,Bank Transfer,Completed,Monday,0,0,0
PAY0001617,INV0001751,SUP00275,DPT008,2024-07-22,2205.24,Bank Transfer,Completed,Monday,0,0,0
PAY0001618,INV0001752,SUP00015,DPT002,2024-10-25,5452.7,Check,Completed,Friday,0,0,0
PAY0001619,INV0001753,SUP00080,DPT003,2025-02-07,1364.64,Bank Transfer,Completed,Friday,0,0,0
PAY0001620,INV0001754,SUP00275,DPT005,2024-05-11,3322.55,Bank Transfer,Completed,Saturday,1,0,0
PAY0001621,INV0001755,SUP00154,DPT006,2024-05-09,1121.06,Card,Completed,Thursday,0,0,0
PAY0001622,INV0001756,SUP00013,DPT002,2024-10-29,4312.04,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001623,INV0001757,SUP00021,DPT006,2024-07-27,27169.22,Bank Transfer,Completed,Saturday,1,0,0
PAY0001624,INV0001758,SUP00249,DPT003,2024-10-03,2216.54,Check,Completed,Thursday,0,0,0
PAY0001625,INV0001759,SUP00024,DPT003,2024-08-27,2223.96,Check,Pending,Tuesday,0,0,1
PAY0001626,INV0001760,SUP00009,DPT001,2025-01-27,4942.2,Bank Transfer,Completed,Monday,0,0,0
PAY0001627,INV0001761,SUP00039,DPT012,2024-02-09,4920.82,Bank Transfer,Completed,Friday,0,0,0
PAY0001628,INV0001762,SUP00007,DPT007,2024-11-09,14645.77,Bank Transfer,Completed,Saturday,1,0,0
PAY0001629,INV0001763,SUP00074,DPT001,2025-02-01,1365.54,Bank Transfer,Completed,Saturday,1,0,0
PAY0001630,INV0001764,SUP00315,DPT003,2024-11-21,337.24,Bank Transfer,Completed,Thursday,0,0,0
PAY0001631,INV0001765,SUP00302,DPT001,2025-02-23,6407.02,Bank Transfer,Completed,Sunday,1,0,0
PAY0001632,INV0001767,SUP00253,DPT007,2024-12-31,4864.53,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001633,INV0001770,SUP00246,DPT003,2024-10-20,14182.19,Bank Transfer,Completed,Sunday,1,0,0
PAY0001634,INV0001771,SUP00261,DPT002,2024-07-28,4291.13,Card,Completed,Sunday,1,0,0
PAY0001635,INV0001772,SUP00008,DPT001,2024-11-14,5554.43,Bank Transfer,Completed,Thursday,0,0,0
PAY0001636,INV0001773,SUP00006,DPT002,2024-04-05,40181.72,Bank Transfer,Completed,Friday,0,0,0
PAY0001637,INV0001774,SUP00002,DPT009,2025-03-26,22516.68,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001638,INV0001775,SUP00119,DPT004,2024-04-06,2752.37,Check,Failed,Saturday,1,0,1
PAY0001639,INV0001777,SUP00317,DPT002,2024-05-01,2919.86,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001640,INV0001778,SUP00233,DPT003,2024-11-16,1661.11,Bank Transfer,Completed,Saturday,1,0,0
PAY0001641,INV0001779,SUP00221,DPT004,2024-07-14,3248.46,Bank Transfer,Completed,Sunday,1,0,0
PAY0001642,INV0001780,SUP00037,DPT004,2024-02-21,5303.21,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001643,INV0001781,SUP00025,DPT001,2024-02-06,2430.0,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001644,INV0001782,SUP00108,DPT001,2024-08-16,10702.88,Bank Transfer,Completed,Friday,0,0,0
PAY0001645,INV0001783,SUP00001,DPT012,2024-12-07,898.88,Bank Transfer,Completed,Saturday,1,0,0
PAY0001646,INV0001784,SUP00199,DPT007,2024-04-10,1601.4,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001647,INV0001785,SUP00118,DPT001,2024-04-28,12904.64,Check,Completed,Sunday,1,0,0
PAY0001648,INV0001786,SUP00006,DPT009,2024-06-29,56261.2,Bank Transfer,Completed,Saturday,1,0,0
PAY0001649,INV0001787,SUP00106,DPT003,2024-03-15,8004.69,Bank Transfer,Completed,Friday,0,0,0
PAY0001650,INV0001788,SUP00084,DPT009,2024-05-14,2343.36,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001651,INV0001789,SUP00195,DPT011,2024-08-22,1646.72,Bank Transfer,Pending,Thursday,0,0,1
PAY0001652,INV0001790,SUP00225,DPT001,2024-10-22,3927.79,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001653,INV0001791,SUP00009,DPT012,2024-08-02,25288.64,Bank Transfer,Completed,Friday,0,0,0
PAY0001654,INV0001792,SUP00211,DPT002,2024-12-03,10948.68,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001655,INV0001793,SUP00006,DPT003,2024-07-24,1434.18,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001656,INV0001794,SUP00019,DPT006,2024-12-18,8977.93,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001657,INV0001795,SUP00029,DPT007,2025-02-01,31959.6,Bank Transfer,Completed,Saturday,1,0,0
PAY0001658,INV0001797,SUP00262,DPT002,2024-10-23,5043.78,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001659,INV0001798,SUP00001,DPT003,2024-03-16,14891.33,Bank Transfer,Completed,Saturday,1,0,0
PAY0001660,INV0001799,SUP00165,DPT003,2024-05-11,1360.48,Bank Transfer,Completed,Saturday,1,0,0
PAY0001661,INV0001801,SUP00294,DPT002,2024-06-05,43368.55,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001662,INV0001803,SUP00006,DPT009,2024-06-21,671.49,Bank Transfer,Completed,Friday,0,0,0
PAY0001663,INV0001804,SUP00030,DPT012,2024-11-26,11933.84,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001664,INV0001805,SUP00262,DPT001,2024-05-25,20483.13,Bank Transfer,Completed,Saturday,1,0,0
PAY0001665,INV0001806,SUP00012,DPT001,2024-02-19,5489.5,Bank Transfer,Completed,Monday,0,0,0
PAY0001666,INV0001807,SUP00030,DPT005,2024-07-01,11135.34,Bank Transfer,Completed,Monday,0,0,0
PAY0001667,INV0001808,SUP00318,DPT006,2025-01-05,2281.46,Bank Transfer,Completed,Sunday,1,0,0
PAY0001668,INV0001809,SUP00025,DPT006,2024-07-27,3614.81,Bank Transfer,Completed,Saturday,1,0,0
PAY0001669,INV0001810,SUP00101,DPT001,2024-07-17,759.65,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001670,INV0001811,SUP00318,DPT009,2024-08-27,1770.97,Bank Transfer,Pending,Tuesday,0,0,1
PAY0001671,INV0001812,SUP00017,DPT004,2024-10-22,31310.62,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001672,INV0001813,SUP00009,DPT003,2024-11-05,130.35,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001673,INV0001814,SUP00010,DPT004,2024-07-12,3867.24,Cash,Completed,Friday,0,1,0
PAY0001674,INV0001815,SUP00095,DPT001,2024-02-24,3219.42,Bank Transfer,Failed,Saturday,1,0,1
PAY0001675,INV0001816,SUP00006,DPT002,2024-12-29,12378.15,Check,Completed,Sunday,1,0,0
PAY0001676,INV0001817,SUP00006,DPT012,2024-06-27,510.38,Cash,Completed,Thursday,0,1,0
PAY0001677,INV0001818,SUP00009,DPT005,2024-12-20,2547.86,Card,Completed,Friday,0,0,0
PAY0001678,INV0001819,SUP00050,DPT001,2024-09-23,3038.81,Check,Completed,Monday,0,0,0
PAY0001679,INV0001820,SUP00229,DPT003,2025-01-24,9566.16,Bank Transfer,Completed,Friday,0,0,0
PAY0001680,INV0001821,SUP00043,DPT002,2024-12-10,6065.01,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001681,INV0001822,SUP00192,DPT011,2024-05-14,879.14,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001682,INV0001823,SUP00295,DPT009,2024-04-16,4142.47,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001683,INV0001824,SUP00167,DPT005,2024-07-17,2438.29,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001684,INV0001825,SUP00110,DPT011,2024-04-25,10333.25,Bank Transfer,Pending,Thursday,0,0,1
PAY0001685,INV0001826,SUP00001,DPT003,2025-01-01,4588.62,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001686,INV0001827,SUP00025,DPT010,2024-02-07,45377.51,Check,Completed,Wednesday,0,0,0
PAY0001687,INV0001828,SUP00009,DPT004,2024-12-31,2745.72,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001688,INV0001829,SUP00033,DPT009,2024-07-29,3102.2,Check,Completed,Monday,0,0,0
PAY0001689,INV0001830,SUP00292,DPT011,2024-12-21,3263.73,Bank Transfer,Completed,Saturday,1,0,0
PAY0001690,INV0001831,SUP00012,DPT004,2025-02-04,4736.59,Bank Transfer,Pending,Tuesday,0,0,1
PAY0001691,INV0001832,SUP00006,DPT002,2024-12-17,15897.59,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001692,INV0001833,SUP00218,DPT002,2024-06-12,3667.05,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001693,INV0001834,SUP00315,DPT003,2024-04-20,3781.03,Bank Transfer,Completed,Saturday,1,0,0
PAY0001694,INV0001835,SUP00191,DPT002,2024-08-10,9175.4,Bank Transfer,Completed,Saturday,1,0,0
PAY0001695,INV0001836,SUP00005,DPT003,2024-08-06,2021.91,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001696,INV0001837,SUP00055,DPT004,2024-04-04,100403.67,Bank Transfer,Completed,Thursday,0,0,0
PAY0001697,INV0001838,SUP00020,DPT001,2024-04-02,3926.72,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001698,INV0001839,SUP00104,DPT011,2024-07-24,2163.5,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001699,INV0001840,SUP00125,DPT001,2024-07-06,713.46,Bank Transfer,Completed,Saturday,1,0,0
PAY0001700,INV0001841,SUP00207,DPT002,2024-03-10,1713.87,Bank Transfer,Completed,Sunday,1,0,0
PAY0001701,INV0001842,SUP00008,DPT001,2024-03-30,4797.0,Bank Transfer,Completed,Saturday,1,0,0
PAY0001702,INV0001843,SUP00300,DPT012,2024-08-17,5411.28,Bank Transfer,Completed,Saturday,1,0,0
PAY0001703,INV0001844,SUP00008,DPT004,2024-11-19,4262.1,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001704,INV0001845,SUP00005,DPT002,2024-08-16,1103.3,Bank Transfer,Completed,Friday,0,0,0
PAY0001705,INV0001846,SUP00220,DPT001,2024-09-12,4736.22,Bank Transfer,Completed,Thursday,0,0,0
PAY0001706,INV0001847,SUP00026,DPT003,2024-09-27,1003.39,Bank Transfer,Completed,Friday,0,0,0
PAY0001707,INV0001848,SUP00029,DPT012,2025-02-13,20232.67,Check,Completed,Thursday,0,0,0
PAY0001708,INV0001849,SUP00012,DPT005,2024-12-30,20699.51,Bank Transfer,Completed,Monday,0,0,0
PAY0001709,INV0001850,SUP00002,DPT003,2024-06-30,5188.51,Bank Transfer,Completed,Sunday,1,0,0
PAY0001710,INV0001851,SUP00007,DPT003,2024-07-13,9761.68,Bank Transfer,Completed,Saturday,1,0,0
PAY0001711,INV0001852,SUP00180,DPT001,2024-12-19,30399.96,Bank Transfer,Completed,Thursday,0,0,0
PAY0001712,INV0001854,SUP00316,DPT004,2024-03-28,17121.82,Bank Transfer,Completed,Thursday,0,0,0
PAY0001713,INV0001855,SUP00194,DPT008,2024-05-30,8657.04,Bank Transfer,Completed,Thursday,0,0,0
PAY0001714,INV0001856,SUP00231,DPT002,2024-12-18,2480.18,Card,Completed,Wednesday,0,0,0
PAY0001715,INV0001857,SUP00246,DPT002,2024-03-02,4903.37,Bank Transfer,Completed,Saturday,1,0,0
PAY0001716,INV0001858,SUP00155,DPT005,2024-07-14,2510.49,Bank Transfer,Pending,Sunday,1,0,1
PAY0001717,INV0001859,SUP00026,DPT008,2024-12-24,11742.69,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001718,INV0001860,SUP00272,DPT004,2024-02-27,18600.81,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001719,INV0001861,SUP00022,DPT009,2024-12-24,1213.99,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001720,INV0001862,SUP00004,DPT009,2025-01-13,2038.46,Bank Transfer,Completed,Monday,0,0,0
PAY0001721,INV0001863,SUP00082,DPT011,2024-12-18,3835.99,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001722,INV0001864,SUP00004,DPT003,2024-03-14,2241.18,Bank Transfer,Completed,Thursday,0,0,0
PAY0001723,INV0001865,SUP00117,DPT011,2024-04-11,4353.02,Check,Completed,Thursday,0,0,0
PAY0001724,INV0001866,SUP00319,DPT007,2024-08-23,8777.17,Bank Transfer,Completed,Friday,0,0,0
PAY0001725,INV0001868,SUP00007,DPT005,2025-02-28,3248.64,Bank Transfer,Completed,Friday,0,0,0
PAY0001726,INV0001869,SUP00005,DPT001,2023-12-31,2981.36,Bank Transfer,Completed,Sunday,1,0,0
PAY0001727,INV0001870,SUP00016,DPT005,2024-07-02,8747.72,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001728,INV0001871,SUP00005,DPT009,2024-04-13,5393.88,Bank Transfer,Completed,Saturday,1,0,0
PAY0001729,INV0001872,SUP00067,DPT012,2024-10-25,4989.69,Bank Transfer,Completed,Friday,0,0,0
PAY0001730,INV0001873,SUP00193,DPT004,2024-10-19,2164.11,Bank Transfer,Completed,Saturday,1,0,0
PAY0001731,INV0001874,SUP00119,DPT012,2024-10-30,3814.05,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001732,INV0001875,SUP00095,DPT002,2024-08-23,14185.65,Bank Transfer,Completed,Friday,0,0,0
PAY0001733,INV0001876,SUP00023,DPT011,2024-03-01,21260.45,Bank Transfer,Completed,Friday,0,0,0
PAY0001734,INV0001877,SUP00006,DPT005,2024-05-11,1698.68,Bank Transfer,Completed,Saturday,1,0,0
PAY0001735,INV0001878,SUP00107,DPT007,2024-09-26,2383.72,Bank Transfer,Completed,Thursday,0,0,0
PAY0001736,INV0001879,SUP00022,DPT005,2024-05-25,15443.8,Bank Transfer,Completed,Saturday,1,0,0
PAY0001737,INV0001880,SUP00011,DPT012,2025-02-20,3339.02,Bank Transfer,Completed,Thursday,0,0,0
PAY0001738,INV0001881,SUP00119,DPT001,2024-04-13,8589.71,Bank Transfer,Completed,Saturday,1,0,0
PAY0001739,INV0001882,SUP00018,DPT004,2024-06-15,4660.41,Bank Transfer,Completed,Saturday,1,0,0
PAY0001740,INV0001883,SUP00006,DPT010,2024-06-24,5851.52,Check,Completed,Monday,0,0,0
PAY0001741,INV0001884,SUP00028,DPT002,2024-03-04,3524.9,Bank Transfer,Pending,Monday,0,0,1
PAY0001742,INV0001885,SUP00010,DPT005,2025-01-16,20513.35,Bank Transfer,Completed,Thursday,0,0,0
PAY0001743,INV0001886,SUP00163,DPT005,2024-06-27,969.29,Bank Transfer,Completed,Thursday,0,0,0
PAY0001744,INV0001887,SUP00002,DPT009,2025-02-19,3614.73,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001745,INV0001888,SUP00234,DPT011,2024-11-10,18501.05,Bank Transfer,Pending,Sunday,1,0,1
PAY0001746,INV0001889,SUP00026,DPT002,2024-09-04,4460.8,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001747,INV0001890,SUP00001,DPT007,2025-02-06,5027.15,Cash,Completed,Thursday,0,1,0
PAY0001748,INV0001891,SUP00005,DPT005,2024-02-15,17459.76,Bank Transfer,Completed,Thursday,0,0,0
PAY0001749,INV0001892,SUP00288,DPT007,2024-10-12,9873.87,Check,Completed,Saturday,1,0,0
PAY0001750,INV0001893,SUP00047,DPT002,2024-11-23,14727.11,Check,Completed,Saturday,1,0,0
PAY0001751,INV0001894,SUP00184,DPT003,2024-11-08,22478.92,Bank Transfer,Failed,Friday,0,0,1
PAY0001752,INV0001895,SUP00251,DPT005,2024-10-08,1089.7,Check,Completed,Tuesday,0,0,0
PAY0001753,INV0001896,SUP00012,DPT001,2024-05-20,3436.28,Bank Transfer,Completed,Monday,0,0,0
PAY0001754,INV0001897,SUP00053,DPT007,2024-07-27,2154.59,Bank Transfer,Completed,Saturday,1,0,0
PAY0001755,INV0001899,SUP00227,DPT011,2024-10-10,18671.08,Bank Transfer,Completed,Thursday,0,0,0
PAY0001756,INV0001900,SUP00022,DPT010,2024-07-15,321.78,Bank Transfer,Completed,Monday,0,0,0
PAY0001757,INV0001901,SUP00292,DPT006,2025-01-26,902.45,Bank Transfer,Completed,Sunday,1,0,0
PAY0001758,INV0001902,SUP00089,DPT010,2024-02-29,24804.89,Bank Transfer,Completed,Thursday,0,0,0
PAY0001759,INV0001903,SUP00246,DPT012,2024-04-22,2060.56,Bank Transfer,Completed,Monday,0,0,0
PAY0001760,INV0001905,SUP00026,DPT006,2025-02-15,35449.78,Bank Transfer,Completed,Saturday,1,0,0
PAY0001761,INV0001906,SUP00006,DPT004,2024-09-10,1208.1,Card,Completed,Tuesday,0,0,0
PAY0001762,INV0001907,SUP00269,DPT009,2024-07-13,86002.77,Bank Transfer,Completed,Saturday,1,0,0
PAY0001763,INV0001908,SUP00008,DPT007,2025-01-03,9836.64,Bank Transfer,Completed,Friday,0,0,0
PAY0001764,INV0001909,SUP00151,DPT004,2024-12-21,10539.7,Bank Transfer,Completed,Saturday,1,0,0
PAY0001765,INV0001910,SUP00003,DPT004,2024-12-15,12417.54,Check,Completed,Sunday,1,0,0
PAY0001766,INV0001911,SUP00007,DPT002,2024-10-15,1036.46,Card,Completed,Tuesday,0,0,0
PAY0001767,INV0001912,SUP00012,DPT009,2024-06-15,2764.73,Bank Transfer,Completed,Saturday,1,0,0
PAY0001768,INV0001913,SUP00192,DPT010,2024-09-16,1628.39,Bank Transfer,Completed,Monday,0,0,0
PAY0001769,INV0001914,SUP00009,DPT001,2024-07-30,11218.82,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001770,INV0001915,SUP00212,DPT001,2024-10-21,1893.9,Check,Completed,Monday,0,0,0
PAY0001771,INV0001916,SUP00196,DPT012,2024-12-05,4160.02,Bank Transfer,Completed,Thursday,0,0,0
PAY0001772,INV0001917,SUP00316,DPT002,2024-09-09,2515.73,Bank Transfer,Completed,Monday,0,0,0
PAY0001773,INV0001918,SUP00130,DPT008,2024-06-10,28512.33,Bank Transfer,Completed,Monday,0,0,0
PAY0001774,INV0001919,SUP00107,DPT004,2024-09-09,2573.73,Check,Completed,Monday,0,0,0
PAY0001775,INV0001921,SUP00004,DPT001,2024-11-30,9215.94,Bank Transfer,Completed,Saturday,1,0,0
PAY0001776,INV0001922,SUP00033,DPT002,2025-02-01,4987.25,Bank Transfer,Completed,Saturday,1,0,0
PAY0001777,INV0001923,SUP00233,DPT005,2024-09-11,26793.53,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001778,INV0001924,SUP00001,DPT003,2025-02-13,7392.34,Bank Transfer,Completed,Thursday,0,0,0
PAY0001779,INV0001925,SUP00005,DPT009,2024-03-24,7460.1,Cash,Completed,Sunday,1,1,0
PAY0001780,INV0001926,SUP00085,DPT012,2024-12-21,14719.35,Bank Transfer,Completed,Saturday,1,0,0
PAY0001781,INV0001927,SUP00230,DPT009,2024-10-19,9183.47,Bank Transfer,Pending,Saturday,1,0,1
PAY0001782,INV0001928,SUP00011,DPT004,2024-12-14,13415.74,Bank Transfer,Completed,Saturday,1,0,0
PAY0001783,INV0001929,SUP00245,DPT004,2024-12-31,12028.58,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001784,INV0001930,SUP00014,DPT002,2024-12-03,3599.16,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001785,INV0001931,SUP00026,DPT007,2024-04-17,1346.63,Check,Completed,Wednesday,0,0,0
PAY0001786,INV0001932,SUP00293,DPT004,2024-05-11,4277.74,Check,Completed,Saturday,1,0,0
PAY0001787,INV0001933,SUP00022,DPT010,2024-06-01,541.14,Bank Transfer,Completed,Saturday,1,0,0
PAY0001788,INV0001934,SUP00084,DPT006,2024-09-04,2333.7,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001789,INV0001935,SUP00282,DPT002,2024-07-06,3419.93,Bank Transfer,Completed,Saturday,1,0,0
PAY0001790,INV0001936,SUP00009,DPT004,2024-07-12,23751.14,Bank Transfer,Completed,Friday,0,0,0
PAY0001791,INV0001937,SUP00004,DPT007,2024-09-17,4569.33,Bank Transfer,Pending,Tuesday,0,0,1
PAY0001792,INV0001938,SUP00296,DPT010,2024-08-22,41004.92,Bank Transfer,Completed,Thursday,0,0,0
PAY0001793,INV0001939,SUP00061,DPT003,2024-09-06,9293.76,Bank Transfer,Completed,Friday,0,0,0
PAY0001794,INV0001940,SUP00300,DPT007,2024-11-05,838.3,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001795,INV0001941,SUP00242,DPT002,2024-10-08,20450.45,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001796,INV0001942,SUP00081,DPT011,2024-07-11,18195.86,Bank Transfer,Completed,Thursday,0,0,0
PAY0001797,INV0001943,SUP00027,DPT005,2025-02-11,794.29,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001798,INV0001944,SUP00028,DPT008,2024-04-10,11870.77,Bank Transfer,Completed,Wednesday,0,0,0
PAY0001799,INV0001946,SUP00025,DPT011,2024-06-11,459.59,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001800,INV0001947,SUP00215,DPT008,2024-12-06,1557.83,Bank Transfer,Completed,Friday,0,0,0
PAY0001801,INV0001948,SUP00314,DPT002,2024-11-21,25307.39,Bank Transfer,Completed,Thursday,0,0,0
PAY0001802,INV0001949,SUP00297,DPT005,2024-08-16,4285.13,Bank Transfer,Completed,Friday,0,0,0
PAY0001803,INV0001950,SUP00298,DPT003,2024-08-09,29080.62,Cash,Completed,Friday,0,1,0
PAY0001804,INV0001951,SUP00001,DPT009,2024-06-06,16530.05,Bank Transfer,Completed,Thursday,0,0,0
PAY0001805,INV0001952,SUP00035,DPT009,2024-01-27,14282.06,Bank Transfer,Completed,Saturday,1,0,0
PAY0001806,INV0001953,SUP00007,DPT004,2024-05-18,20985.53,Bank Transfer,Completed,Saturday,1,0,0
PAY0001807,INV0001954,SUP00094,DPT003,2024-09-20,2109.56,Bank Transfer,Completed,Friday,0,0,0
PAY0001808,INV0001955,SUP00289,DPT010,2024-12-21,19696.16,Bank Transfer,Completed,Saturday,1,0,0
PAY0001809,INV0001956,SUP00248,DPT010,2024-05-13,50601.6,Bank Transfer,Completed,Monday,0,0,0
PAY0001810,INV0001957,SUP00242,DPT004,2024-06-14,3608.27,Bank Transfer,Completed,Friday,0,0,0
PAY0001811,INV0001958,SUP00016,DPT007,2024-03-12,19405.91,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001812,INV0001959,SUP00030,DPT003,2024-11-09,4367.25,Bank Transfer,Completed,Saturday,1,0,0
PAY0001813,INV0001960,SUP00010,DPT003,2024-04-21,2230.92,Bank Transfer,Completed,Sunday,1,0,0
PAY0001814,INV0001961,SUP00057,DPT011,2024-12-12,1778.3,Bank Transfer,Completed,Thursday,0,0,0
PAY0001815,INV0001963,SUP00208,DPT001,2025-02-06,23424.87,Bank Transfer,Completed,Thursday,0,0,0
PAY0001816,INV0001964,SUP00026,DPT004,2024-03-04,9179.1,Bank Transfer,Completed,Monday,0,0,0
PAY0001817,INV0001965,SUP00144,DPT004,2025-03-08,7399.82,Bank Transfer,Completed,Saturday,1,0,0
PAY0001818,INV0001966,SUP00245,DPT002,2024-07-09,1495.53,Bank Transfer,Completed,Tuesday,0,0,0
PAY0001819,INV0001968,SUP00098,DPT002,2024-04-08,6442.43,Bank Transfer,Completed,Monday,0,0,0
