po_id,supplier_id,department_id,po_date,po_amount,approval_status,buyer
PO0001245,SUP00004,DPT002,2024-03-08,5607.91,Approved,Buyer_D
PO0001246,SUP00229,DPT003,2024-11-21,1109.02,Approved,Buyer_E
PO0001247,SUP00006,DPT007,2024-05-14,32043.99,Approved,Buyer_D
PO0001248,SUP00182,DPT005,2024-10-21,2904.33,Approved,Buyer_E
PO0001249,SUP00016,DPT006,2024-07-03,9602.85,Approved,Buyer_A
PO0001250,SUP00192,DPT002,2024-06-18,1954.99,Approved,Buyer_B
PO0001251,SUP00007,DPT011,2024-11-10,15073.83,Approved,Buyer_D
PO0001252,SUP00007,DPT004,2024-08-19,3694.51,Approved,Buyer_B
PO0001253,SUP00029,DPT003,2024-03-21,2602.01,Approved,Buyer_F
PO0001254,SUP00002,DPT011,2024-04-04,9841.3,Approved,Buyer_E
PO0001255,SUP00008,DPT006,2024-08-11,4020.92,Approved,Buyer_C
PO0001256,SUP00158,DPT006,2024-01-01,4563.48,Approved,Buyer_E
PO0001257,SUP00225,DPT010,2024-02-21,9621.83,Approved,Buyer_F
PO0001258,SUP00003,DPT001,2024-01-25,18033.55,Approved,Buyer_A
PO0001259,SUP00251,DPT009,2024-08-27,3574.57,Approved,Buyer_D
PO0001260,SUP00201,DPT007,2024-05-27,3007.33,Approved,Buyer_C
PO0001261,SUP00244,DPT003,2024-01-04,8295.63,Rejected,Buyer_E
PO0001262,SUP00143,DPT002,2024-09-05,13894.56,Approved,Buyer_B
PO0001263,SUP00128,DPT001,2024-08-07,34987.82,Pending,Buyer_B
PO0001264,SUP00040,DPT011,2024-08-28,2775.73,Rejected,Buyer_E
PO0001265,SUP00116,DPT002,2024-02-24,5896.02,Approved,Buyer_F
PO0001266,SUP00273,DPT002,2024-10-20,26259.58,Approved,Buyer_A
PO0001267,SUP00004,DPT007,2024-03-01,58284.68,Approved,Buyer_D
PO0001268,SUP00012,DPT007,2024-07-10,3001.62,Approved,Buyer_E
PO0001269,SUP00003,DPT002,2024-07-06,3870.69,Pending,Buyer_A
PO0001270,SUP00288,DPT009,2024-03-14,11862.06,Approved,Buyer_D
PO0001271,SUP00024,DPT005,2024-05-05,4547.15,Pending,Buyer_F
PO0001272,SUP00129,DPT009,2024-01-18,3792.45,Approved,Buyer_F
PO0001273,SUP00227,DPT001,2024-06-06,10347.19,Approved,Buyer_B
PO0001274,SUP00315,DPT001,2024-08-14,38155.3,Approved,Buyer_F
PO0001275,SUP00006,DPT006,2024-04-13,2187.51,Approved,Buyer_C
PO0001276,SUP00202,DPT002,2024-06-29,36255.06,Approved,Buyer_C
PO0001277,SUP00254,DPT005,2024-11-15,4560.7,Approved,Buyer_B
PO0001278,SUP00002,DPT001,2024-03-19,11450.54,Approved,Buyer_E
PO0001279,SUP00175,DPT009,2024-04-07,39769.31,Rejected,Buyer_A
PO0001280,SUP00015,DPT010,2024-02-10,11218.55,Approved,Buyer_E
PO0001281,SUP00113,DPT009,2024-06-30,6017.99,Approved,Buyer_A
PO0001282,SUP00034,DPT011,2024-03-09,16616.9,Approved,Buyer_F
PO0001283,SUP00009,DPT011,2024-10-13,6814.68,Approved,Buyer_B
PO0001284,SUP00005,DPT004,2024-04-07,13648.04,Approved,Buyer_D
PO0001285,SUP00004,DPT004,2024-08-10,6603.26,Approved,Buyer_B
PO0001286,SUP00004,DPT010,2024-03-04,19170.98,Approved,Buyer_A
PO0001287,SUP00107,DPT011,2024-04-18,2009.76,Approved,Buyer_A
PO0001288,SUP00015,DPT012,2024-02-27,2940.92,Approved,Buyer_F
PO0001289,SUP00008,DPT008,2024-07-04,1980.43,Approved,Buyer_A
PO0001290,SUP00139,DPT002,2024-01-10,7658.49,Approved,Buyer_A
PO0001291,SUP00136,DPT011,2024-01-28,1755.42,Approved,Buyer_D
PO0001292,SUP00049,DPT011,2024-06-16,4056.88,Approved,Buyer_F
PO0001293,SUP00282,DPT007,2024-07-01,2677.11,Approved,Buyer_A
PO0001294,SUP00018,DPT010,2024-04-20,35584.88,Approved,Buyer_B
PO0001295,SUP00224,DPT005,2024-05-24,3008.87,Approved,Buyer_D
PO0001296,SUP00003,DPT011,2024-05-19,2238.26,Approved,Buyer_C
PO0001297,SUP00167,DPT001,2024-09-10,10387.29,Pending,Buyer_A
PO0001298,SUP00314,DPT010,2024-05-29,43775.13,Approved,Buyer_F
PO0001299,SUP00230,DPT001,2024-10-11,7215.11,Approved,Buyer_C
PO0001300,SUP00073,DPT003,2024-03-13,7795.33,Approved,Buyer_E
PO0001301,SUP00100,DPT002,2024-03-07,29459.08,Approved,Buyer_C
PO0001302,SUP00015,DPT004,2024-05-15,19501.16,Approved,Buyer_D
PO0001303,SUP00131,DPT002,2024-01-28,12399.54,Approved,Buyer_F
PO0001304,SUP00185,DPT011,2024-08-12,4526.3,Approved,Buyer_B
PO0001305,SUP00319,DPT005,2024-05-10,12784.11,Approved,Buyer_E
PO0001306,SUP00029,DPT010,2024-05-02,2078.11,Approved,Buyer_B
PO0001307,SUP00003,DPT003,2024-06-27,4343.02,Approved,Buyer_B
PO0001308,SUP00082,DPT001,2024-01-28,33909.91,Approved,Buyer_A
PO0001309,SUP00004,DPT009,2024-05-06,29791.93,Approved,Buyer_C
PO0001310,SUP00009,DPT007,2024-11-21,12550.11,Pending,Buyer_D
PO0001311,SUP00013,DPT005,2024-07-29,1176.91,Approved,Buyer_D
PO0001312,SUP00162,DPT009,2024-07-11,2420.62,Rejected,Buyer_C
PO0001313,SUP00007,DPT009,2024-06-18,4107.33,Approved,Buyer_C
PO0001314,SUP00006,DPT005,2024-06-06,6824.68,Pending,Buyer_B
PO0001315,SUP00002,DPT012,2024-11-09,2320.62,Pending,Buyer_F
PO0001316,SUP00246,DPT007,2024-11-07,6333.99,Approved,Buyer_C
PO0001317,SUP00140,DPT007,2024-05-17,47443.52,Approved,Buyer_B
PO0001318,SUP00002,DPT003,2024-11-05,12098.49,Approved,Buyer_F
PO0001319,SUP00001,DPT001,2024-01-28,10085.22,Approved,Buyer_D
PO0001320,SUP00060,DPT002,2024-04-17,2929.08,Approved,Buyer_F
PO0001321,SUP00010,DPT008,2024-04-11,1573.43,Approved,Buyer_C
PO0001322,SUP00083,DPT007,2024-08-21,2372.75,Approved,Buyer_C
PO0001323,SUP00023,DPT003,2024-07-21,1511.13,Approved,Buyer_E
PO0001324,SUP00275,DPT006,2024-06-07,8734.49,Rejected,Buyer_F
PO0001325,SUP00010,DPT002,2024-03-26,11895.15,Approved,Buyer_E
PO0001326,SUP00131,DPT002,2024-06-18,3086.24,Approved,Buyer_C
PO0001327,SUP00002,DPT011,2024-03-31,9394.87,Approved,Buyer_D
PO0001328,SUP00294,DPT004,2024-06-15,35206.78,Approved,Buyer_C
PO0001329,SUP00309,DPT002,2024-04-23,57394.13,Approved,Buyer_C
PO0001330,SUP00167,DPT004,2024-10-24,17507.95,Pending,Buyer_C
PO0001331,SUP00026,DPT003,2024-09-06,6803.28,Rejected,Buyer_A
PO0001332,SUP00008,DPT008,2024-02-28,16951.38,Approved,Buyer_F
PO0001333,SUP00210,DPT012,2024-11-10,31313.67,Approved,Buyer_A
PO0001334,SUP00165,DPT006,2024-08-08,1088.74,Approved,Buyer_B
PO0001335,SUP00008,DPT006,2024-04-27,35670.13,Approved,Buyer_B
PO0001336,SUP00025,DPT003,2024-06-26,4700.45,Approved,Buyer_B
PO0001337,SUP00026,DPT005,2024-03-06,4745.9,Approved,Buyer_C
PO0001338,SUP00218,DPT003,2024-01-16,5682.08,Approved,Buyer_F
PO0001339,SUP00134,DPT001,2024-05-20,11159.92,Approved,Buyer_B
PO0001340,SUP00110,DPT010,2024-09-19,2667.1,Approved,Buyer_E
PO0001341,SUP00114,DPT004,2024-04-27,6094.77,Approved,Buyer_E
PO0001342,SUP00009,DPT004,2024-05-08,13701.73,Approved,Buyer_E
PO0001343,SUP00017,DPT001,2024-11-27,10082.65,Approved,Buyer_D
PO0001344,SUP00002,DPT009,2024-11-26,11858.67,Approved,Buyer_E
PO0001345,SUP00195,DPT002,2024-06-04,5860.74,Approved,Buyer_E
PO0001346,SUP00023,DPT004,2024-01-15,16215.29,Pending,Buyer_E
PO0001347,SUP00024,DPT009,2024-08-15,23304.83,Approved,Buyer_D
PO0001348,SUP00009,DPT004,2024-08-27,21948.18,Pending,Buyer_A
PO0001349,SUP00007,DPT011,2024-11-02,12426.79,Approved,Buyer_D
PO0001350,SUP00077,DPT002,2024-11-13,20720.79,Approved,Buyer_E
PO0001351,SUP00008,DPT007,2024-07-29,19361.86,Approved,Buyer_C
PO0001352,SUP00003,DPT012,2024-02-05,117772.24,Approved,Buyer_B
PO0001353,SUP00183,DPT005,2024-03-24,27393.67,Approved,Buyer_D
PO0001354,SUP00018,DPT007,2024-08-28,7414.97,Approved,Buyer_A
PO0001355,SUP00018,DPT004,2024-07-22,3256.21,Approved,Buyer_E
PO0001356,SUP00023,DPT008,2024-05-26,6240.78,Approved,Buyer_F
PO0001357,SUP00211,DPT011,2024-05-14,5815.11,Approved,Buyer_C
PO0001358,SUP00012,DPT007,2024-08-25,13513.2,Approved,Buyer_A
PO0001359,SUP00178,DPT011,2024-05-21,4022.84,Approved,Buyer_B
PO0001360,SUP00285,DPT005,2024-02-21,26693.55,Approved,Buyer_A
PO0001361,SUP00120,DPT005,2024-11-24,2019.16,Approved,Buyer_C
PO0001362,SUP00023,DPT003,2024-04-27,1583.63,Approved,Buyer_B
PO0001363,SUP00172,DPT007,2024-04-03,7078.97,Pending,Buyer_E
PO0001364,SUP00026,DPT010,2024-01-24,3489.25,Approved,Buyer_F
PO0001365,SUP00021,DPT006,2024-06-06,2302.54,Approved,Buyer_C
PO0001366,SUP00040,DPT002,2024-11-26,4285.23,Approved,Buyer_F
PO0001367,SUP00012,DPT005,2024-02-23,3783.91,Approved,Buyer_C
PO0001368,SUP00004,DPT008,2024-03-22,8185.62,Approved,Buyer_A
PO0001369,SUP00021,DPT011,2024-02-29,4356.96,Approved,Buyer_F
PO0001370,SUP00005,DPT002,2024-02-01,4726.15,Approved,Buyer_C
PO0001371,SUP00021,DPT001,2024-07-21,8063.75,Approved,Buyer_F
PO0001372,SUP00059,DPT004,2024-04-09,22342.4,Approved,Buyer_E
PO0001373,SUP00280,DPT001,2024-09-08,35268.5,Approved,Buyer_F
PO0001374,SUP00002,DPT012,2024-05-14,9393.45,Approved,Buyer_D
PO0001375,SUP00097,DPT004,2024-08-01,10153.19,Approved,Buyer_D
PO0001376,SUP00026,DPT005,2024-01-30,6746.73,Approved,Buyer_B
PO0001377,SUP00001,DPT002,2024-04-20,13111.55,Pending,Buyer_B
PO0001378,SUP00009,DPT004,2024-05-18,11970.72,Approved,Buyer_B
PO0001379,SUP00004,DPT012,2024-01-20,30511.16,Approved,Buyer_B
PO0001380,SUP00008,DPT004,2024-05-20,1225.73,Approved,Buyer_D
PO0001381,SUP00009,DPT001,2024-06-06,6409.28,Approved,Buyer_F
PO0001382,SUP00020,DPT002,2024-05-15,11375.19,Approved,Buyer_A
PO0001383,SUP00043,DPT012,2024-06-17,7892.88,Approved,Buyer_D
PO0001384,SUP00001,DPT012,2024-09-24,3167.91,Approved,Buyer_E
PO0001385,SUP00006,DPT002,2024-09-15,2209.75,Approved,Buyer_C
PO0001386,SUP00004,DPT006,2024-01-05,18148.12,Approved,Buyer_B
PO0001387,SUP00055,DPT001,2024-08-02,3801.21,Approved,Buyer_C
PO0001388,SUP00013,DPT005,2024-10-29,1401.22,Approved,Buyer_E
PO0001389,SUP00054,DPT001,2024-10-18,19083.38,Approved,Buyer_F
PO0001390,SUP00008,DPT009,2024-04-18,12822.84,Approved,Buyer_E
PO0001391,SUP00001,DPT011,2024-09-19,7216.5,Approved,Buyer_C
PO0001392,SUP00286,DPT002,2024-09-25,3246.88,Approved,Buyer_D
PO0001393,SUP00004,DPT004,2024-05-02,7234.08,Approved,Buyer_E
PO0001394,SUP00005,DPT001,2024-10-18,27325.83,Approved,Buyer_E
PO0001395,SUP00005,DPT003,2024-07-30,1612.11,Approved,Buyer_A
PO0001396,SUP00309,DPT001,2024-09-08,1695.99,Pending,Buyer_A
PO0001397,SUP00095,DPT002,2024-09-07,4325.29,Approved,Buyer_C
PO0001398,SUP00091,DPT012,2024-09-18,7890.04,Approved,Buyer_B
PO0001399,SUP00313,DPT001,2024-11-16,4933.03,Approved,Buyer_D
PO0001400,SUP00003,DPT010,2024-10-14,15410.69,Approved,Buyer_D
PO0001401,SUP00305,DPT001,2024-05-21,24072.71,Approved,Buyer_F
PO0001402,SUP00007,DPT005,2024-07-07,10708.24,Approved,Buyer_E
PO0001403,SUP00098,DPT004,2024-08-05,14191.98,Approved,Buyer_A
PO0001404,SUP00022,DPT011,2024-10-13,10637.06,Approved,Buyer_F
PO0001405,SUP00018,DPT002,2024-05-11,8180.5,Approved,Buyer_E
PO0001406,SUP00280,DPT002,2024-04-14,2222.62,Approved,Buyer_C
PO0001407,SUP00005,DPT008,2024-09-04,2898.67,Approved,Buyer_A
PO0001408,SUP00319,DPT008,2024-11-15,2098.72,Approved,Buyer_E
PO0001409,SUP00018,DPT007,2024-11-01,6984.82,Approved,Buyer_B
PO0001410,SUP00113,DPT001,2024-02-19,10221.8,Approved,Buyer_B
PO0001411,SUP00302,DPT002,2024-11-03,1902.15,Approved,Buyer_C
PO0001412,SUP00002,DPT009,2024-09-21,8713.21,Rejected,Buyer_A
PO0001413,SUP00275,DPT006,2024-02-22,3377.14,Approved,Buyer_C
PO0001414,SUP00066,DPT006,2024-01-03,2781.65,Approved,Buyer_B
PO0001415,SUP00146,DPT003,2024-03-09,4335.75,Approved,Buyer_A
PO0001416,SUP00005,DPT002,2024-11-07,2642.61,Approved,Buyer_F
PO0001417,SUP00045,DPT011,2024-09-09,14863.43,Approved,Buyer_B
PO0001418,SUP00128,DPT008,2024-07-11,6849.94,Approved,Buyer_D
PO0001419,SUP00025,DPT001,2024-07-30,18310.21,Rejected,Buyer_E
PO0001420,SUP00006,DPT011,2024-05-18,5200.47,Approved,Buyer_C
PO0001421,SUP00009,DPT005,2024-10-30,5400.86,Approved,Buyer_B
PO0001422,SUP00235,DPT003,2024-02-22,52753.35,Approved,Buyer_E
PO0001423,SUP00002,DPT004,2024-04-15,1598.69,Approved,Buyer_E
PO0001424,SUP00149,DPT008,2024-03-08,29274.77,Approved,Buyer_A
PO0001425,SUP00320,DPT003,2024-10-11,42383.91,Approved,Buyer_E
PO0001426,SUP00001,DPT005,2024-06-29,17427.72,Approved,Buyer_A
PO0001427,SUP00006,DPT007,2024-08-17,5822.76,Approved,Buyer_E
PO0001428,SUP00128,DPT002,2024-11-04,33755.62,Approved,Buyer_A
PO0001429,SUP00002,DPT011,2024-03-06,5873.69,Approved,Buyer_A
PO0001430,SUP00078,DPT003,2024-11-19,4000.66,Rejected,Buyer_A
PO0001431,SUP00134,DPT004,2024-02-12,5495.76,Approved,Buyer_E
PO0001432,SUP00078,DPT007,2024-09-09,4581.61,Approved,Buyer_C
PO0001433,SUP00016,DPT006,2024-08-23,3144.4,Approved,Buyer_D
PO0001434,SUP00142,DPT004,2024-10-03,24587.85,Approved,Buyer_B
PO0001435,SUP00081,DPT006,2024-02-23,3738.92,Approved,Buyer_A
PO0001436,SUP00007,DPT011,2024-11-17,7866.38,Approved,Buyer_E
PO0001437,SUP00063,DPT009,2024-09-23,1912.62,Approved,Buyer_E
PO0001438,SUP00251,DPT009,2024-02-07,8356.63,Approved,Buyer_F
PO0001439,SUP00124,DPT002,2024-07-05,2550.57,Approved,Buyer_A
PO0001440,SUP00027,DPT004,2024-09-30,2488.7,Approved,Buyer_F
PO0001441,SUP00012,DPT005,2024-06-08,7264.19,Pending,Buyer_D
PO0001442,SUP00003,DPT001,2024-05-07,23317.8,Approved,Buyer_B
PO0001443,SUP00009,DPT008,2024-04-02,12586.92,Approved,Buyer_B
PO0001444,SUP00001,DPT003,2024-06-21,13482.13,Pending,Buyer_D
PO0001445,SUP00313,DPT003,2024-11-25,7115.87,Approved,Buyer_D
PO0001446,SUP00008,DPT002,2024-07-22,5792.73,Approved,Buyer_A
PO0001447,SUP00211,DPT003,2024-08-29,17874.68,Approved,Buyer_C
PO0001448,SUP00006,DPT003,2024-09-18,4613.87,Approved,Buyer_B
PO0001449,SUP00010,DPT006,2024-09-17,18665.54,Approved,Buyer_F
PO0001450,SUP00022,DPT005,2024-05-14,27887.87,Approved,Buyer_D
PO0001451,SUP00012,DPT002,2024-09-14,3493.34,Approved,Buyer_C
PO0001452,SUP00202,DPT002,2024-04-19,4046.29,Approved,Buyer_C
PO0001453,SUP00296,DPT009,2024-07-14,4695.24,Approved,Buyer_F
PO0001454,SUP00247,DPT001,2024-04-11,1868.77,Approved,Buyer_E
PO0001455,SUP00006,DPT005,2024-11-10,5067.47,Rejected,Buyer_C
PO0001456,SUP00189,DPT005,2024-09-01,29775.75,Approved,Buyer_F
PO0001457,SUP00005,DPT005,2024-07-14,2848.15,Approved,Buyer_D
PO0001458,SUP00269,DPT010,2024-05-31,30491.28,Approved,Buyer_A
PO0001459,SUP00036,DPT006,2024-06-23,5253.0,Approved,Buyer_D
PO0001460,SUP00014,DPT012,2024-09-18,67106.46,Approved,Buyer_F
PO0001461,SUP00006,DPT010,2024-04-01,4097.72,Approved,Buyer_F
PO0001462,SUP00001,DPT002,2024-10-04,7016.49,Approved,Buyer_A
PO0001463,SUP00009,DPT002,2024-04-04,3261.09,Approved,Buyer_F
PO0001464,SUP00270,DPT003,2024-02-17,4073.67,Approved,Buyer_F
PO0001465,SUP00201,DPT004,2024-09-03,30889.73,Approved,Buyer_A
PO0001466,SUP00303,DPT005,2024-08-25,13023.84,Approved,Buyer_D
PO0001467,SUP00004,DPT002,2024-04-22,22670.45,Approved,Buyer_E
PO0001468,SUP00080,DPT002,2024-08-05,2174.19,Approved,Buyer_A
PO0001469,SUP00009,DPT003,2024-09-01,15596.92,Approved,Buyer_E
PO0001470,SUP00051,DPT007,2024-09-20,3067.31,Approved,Buyer_C
PO0001471,SUP00012,DPT007,2024-11-15,2127.45,Approved,Buyer_B
PO0001472,SUP00010,DPT012,2024-10-13,10288.34,Approved,Buyer_B
PO0001473,SUP00069,DPT002,2024-05-27,10183.65,Approved,Buyer_D
PO0001474,SUP00007,DPT004,2024-03-18,8547.09,Approved,Buyer_E
PO0001475,SUP00027,DPT012,2024-02-02,16606.65,Approved,Buyer_E
PO0001476,SUP00114,DPT007,2024-07-11,19410.44,Rejected,Buyer_B
PO0001477,SUP00005,DPT006,2024-08-11,35232.68,Approved,Buyer_E
PO0001478,SUP00280,DPT005,2024-08-19,2464.29,Approved,Buyer_E
PO0001479,SUP00030,DPT001,2024-01-04,36388.8,Approved,Buyer_A
PO0001480,SUP00214,DPT010,2024-08-22,53226.49,Approved,Buyer_B
PO0001481,SUP00116,DPT006,2024-09-20,5618.22,Pending,Buyer_A
PO0001482,SUP00149,DPT005,2024-08-29,1527.68,Approved,Buyer_F
PO0001483,SUP00153,DPT005,2024-06-25,2031.44,Pending,Buyer_C
PO0001484,SUP00247,DPT004,2024-01-06,5105.88,Approved,Buyer_B
PO0001485,SUP00093,DPT002,2024-06-13,60726.87,Approved,Buyer_F
PO0001486,SUP00010,DPT008,2024-08-03,8242.67,Approved,Buyer_E
PO0001487,SUP00004,DPT004,2024-07-09,4371.3,Approved,Buyer_F
PO0001488,SUP00088,DPT001,2024-07-11,4083.04,Approved,Buyer_E
PO0001489,SUP00003,DPT004,2024-06-21,2158.73,Approved,Buyer_F
PO0001490,SUP00008,DPT011,2024-07-03,19430.05,Approved,Buyer_B
PO0001491,SUP00002,DPT003,2024-04-18,7390.36,Approved,Buyer_B
PO0001492,SUP00054,DPT004,2024-07-21,66159.88,Pending,Buyer_A
PO0001493,SUP00006,DPT006,2024-04-04,15187.22,Approved,Buyer_C
PO0001494,SUP00091,DPT009,2024-06-13,18581.77,Approved,Buyer_D
PO0001495,SUP00197,DPT007,2024-05-19,6360.71,Approved,Buyer_D
PO0001496,SUP00215,DPT010,2024-08-27,2721.58,Approved,Buyer_E
PO0001497,SUP00011,DPT001,2024-10-26,3382.66,Approved,Buyer_E
PO0001498,SUP00054,DPT011,2024-07-31,2060.6,Approved,Buyer_E
PO0001499,SUP00063,DPT011,2024-02-15,20138.62,Approved,Buyer_D
PO0001500,SUP00027,DPT005,2024-08-11,5514.22,Approved,Buyer_B
PO0001501,SUP00117,DPT006,2024-04-18,21004.68,Approved,Buyer_C
PO0001502,SUP00007,DPT002,2024-01-17,9282.76,Approved,Buyer_F
PO0001503,SUP00308,DPT004,2024-03-05,6046.18,Approved,Buyer_E
PO0001504,SUP00004,DPT002,2024-11-30,2515.93,Approved,Buyer_F
PO0001505,SUP00220,DPT001,2024-05-23,10955.89,Rejected,Buyer_D
PO0001506,SUP00081,DPT012,2024-03-08,6511.77,Pending,Buyer_E
PO0001507,SUP00009,DPT002,2024-02-14,19973.94,Pending,Buyer_C
PO0001508,SUP00170,DPT006,2024-08-05,3962.34,Pending,Buyer_A
PO0001509,SUP00003,DPT003,2024-09-11,15004.54,Approved,Buyer_E
PO0001510,SUP00187,DPT003,2024-04-28,41808.23,Approved,Buyer_A
PO0001511,SUP00079,DPT004,2024-02-04,10641.92,Approved,Buyer_D
PO0001512,SUP00004,DPT003,2024-04-28,17770.44,Approved,Buyer_F
PO0001513,SUP00003,DPT006,2024-08-10,14355.53,Approved,Buyer_A
PO0001514,SUP00173,DPT012,2024-02-08,54073.07,Approved,Buyer_E
PO0001515,SUP00010,DPT004,2024-03-30,11749.43,Approved,Buyer_F
PO0001516,SUP00255,DPT012,2024-01-01,16316.94,Approved,Buyer_D
PO0001517,SUP00180,DPT007,2024-06-07,7814.4,Approved,Buyer_E
PO0001518,SUP00142,DPT006,2024-02-27,3735.4,Approved,Buyer_F
PO0001519,SUP00010,DPT002,2024-03-07,2420.73,Approved,Buyer_E
PO0001520,SUP00149,DPT001,2024-02-07,28765.27,Pending,Buyer_A
PO0001521,SUP00290,DPT010,2024-09-01,2956.14,Approved,Buyer_E
PO0001522,SUP00004,DPT005,2024-06-12,17083.43,Approved,Buyer_E
PO0001523,SUP00013,DPT004,2024-11-13,12283.55,Approved,Buyer_B
PO0001524,SUP00008,DPT009,2024-05-12,20288.01,Approved,Buyer_D
PO0001525,SUP00019,DPT003,2024-03-15,4842.99,Approved,Buyer_F
PO0001526,SUP00168,DPT009,2024-03-09,3674.86,Approved,Buyer_F
PO0001527,SUP00027,DPT003,2024-11-15,11829.74,Approved,Buyer_F
PO0001528,SUP00067,DPT011,2024-07-16,6049.06,Approved,Buyer_E
PO0001529,SUP00011,DPT002,2024-04-18,2366.04,Pending,Buyer_A
PO0001530,SUP00005,DPT002,2024-08-07,56304.26,Approved,Buyer_C
PO0001531,SUP00009,DPT007,2024-07-05,3672.37,Approved,Buyer_B
PO0001532,SUP00238,DPT002,2024-02-08,3000.0,Approved,Buyer_A
PO0001533,SUP00086,DPT011,2024-08-23,6360.51,Approved,Buyer_B
PO0001534,SUP00018,DPT006,2024-02-09,28363.51,Approved,Buyer_F
PO0001535,SUP00197,DPT002,2024-03-07,928.22,Approved,Buyer_D
PO0001536,SUP00003,DPT002,2024-08-26,26105.04,Approved,Buyer_E
PO0001537,SUP00009,DPT011,2024-05-28,3256.89,Approved,Buyer_D
PO0001538,SUP00008,DPT006,2024-03-15,10556.8,Approved,Buyer_C
PO0001539,SUP00312,DPT010,2024-01-23,4121.58,Approved,Buyer_C
PO0001540,SUP00147,DPT001,2024-07-17,59392.12,Approved,Buyer_F
PO0001541,SUP00095,DPT011,2024-08-21,9178.51,Approved,Buyer_B
PO0001542,SUP00001,DPT005,2024-03-09,3991.44,Rejected,Buyer_B
PO0001543,SUP00007,DPT007,2024-05-19,5996.36,Approved,Buyer_F
PO0001544,SUP00105,DPT003,2024-04-25,8862.97,Approved,Buyer_C
PO0001545,SUP00018,DPT001,2024-10-25,9678.64,Approved,Buyer_F
PO0001546,SUP00276,DPT011,2024-09-21,12566.16,Approved,Buyer_F
PO0001547,SUP00182,DPT012,2024-04-01,8091.71,Approved,Buyer_A
PO0001548,SUP00024,DPT003,2024-06-21,2044.35,Approved,Buyer_E
PO0001549,SUP00173,DPT011,2024-11-05,5765.99,Rejected,Buyer_A
PO0001550,SUP00306,DPT002,2024-02-17,14863.42,Approved,Buyer_F
PO0001551,SUP00026,DPT002,2024-04-09,4146.9,Approved,Buyer_A
PO0001552,SUP00110,DPT001,2024-07-22,15879.45,Pending,Buyer_F
PO0001553,SUP00273,DPT004,2024-11-28,8364.22,Approved,Buyer_E
PO0001554,SUP00009,DPT001,2024-04-13,6517.59,Approved,Buyer_D
PO0001555,SUP00254,DPT004,2024-01-20,26746.1,Approved,Buyer_B
PO0001556,SUP00004,DPT002,2024-03-01,1424.92,Approved,Buyer_B
PO0001557,SUP00113,DPT008,2024-05-18,4124.41,Approved,Buyer_C
PO0001558,SUP00192,DPT009,2024-02-01,27789.92,Approved,Buyer_F
PO0001559,SUP00093,DPT007,2024-01-12,50516.19,Approved,Buyer_F
PO0001560,SUP00029,DPT002,2024-08-07,79697.42,Approved,Buyer_D
PO0001561,SUP00095,DPT008,2024-10-03,8521.57,Approved,Buyer_B
PO0001562,SUP00005,DPT002,2024-03-19,12808.92,Approved,Buyer_D
PO0001563,SUP00008,DPT008,2024-06-24,18350.79,Approved,Buyer_E
PO0001564,SUP00009,DPT005,2024-07-10,29000.7,Approved,Buyer_D
PO0001565,SUP00083,DPT003,2024-08-11,11082.16,Approved,Buyer_F
PO0001566,SUP00024,DPT001,2024-11-24,20458.4,Approved,Buyer_A
PO0001567,SUP00009,DPT009,2024-10-23,12832.98,Approved,Buyer_D
PO0001568,SUP00251,DPT011,2024-04-15,13659.96,Approved,Buyer_A
PO0001569,SUP00017,DPT007,2024-11-22,3234.5,Approved,Buyer_D
PO0001570,SUP00024,DPT012,2024-01-12,5830.08,Approved,Buyer_D
PO0001571,SUP00021,DPT011,2024-11-18,4804.13,Approved,Buyer_B
PO0001572,SUP00006,DPT002,2024-02-17,2467.85,Approved,Buyer_E
PO0001573,SUP00162,DPT008,2024-02-08,1553.7,Approved,Buyer_F
PO0001574,SUP00025,DPT003,2024-02-09,5304.83,Approved,Buyer_C
PO0001575,SUP00001,DPT004,2024-02-10,6223.69,Approved,Buyer_C
PO0001576,SUP00299,DPT002,2024-06-04,9000.51,Approved,Buyer_B
PO0001577,SUP00212,DPT012,2024-08-02,14125.51,Approved,Buyer_A
PO0001578,SUP00157,DPT008,2024-09-06,9780.27,Approved,Buyer_C
PO0001579,SUP00243,DPT002,2024-01-06,6267.22,Approved,Buyer_C
PO0001580,SUP00266,DPT003,2024-04-09,3245.01,Rejected,Buyer_E
PO0001581,SUP00014,DPT004,2024-02-14,19478.55,Approved,Buyer_F
PO0001582,SUP00091,DPT008,2024-02-18,7318.63,Approved,Buyer_A
PO0001583,SUP00090,DPT011,2024-09-07,5251.19,Rejected,Buyer_A
PO0001584,SUP00009,DPT003,2024-08-02,6724.72,Approved,Buyer_D
PO0001585,SUP00008,DPT004,2024-03-11,3894.25,Approved,Buyer_C
PO0001586,SUP00004,DPT006,2024-04-10,4766.3,Approved,Buyer_E
PO0001587,SUP00119,DPT004,2024-11-05,4617.19,Pending,Buyer_B
PO0001588,SUP00191,DPT004,2024-07-11,6079.41,Approved,Buyer_C
PO0001589,SUP00179,DPT001,2024-03-21,15611.37,Approved,Buyer_C
PO0001590,SUP00012,DPT002,2024-11-08,12174.66,Approved,Buyer_D
PO0001591,SUP00007,DPT004,2024-03-07,38053.08,Approved,Buyer_A
PO0001592,SUP00025,DPT011,2024-04-07,27220.59,Pending,Buyer_F
